_id,uid,number,bookedBikes,bikes,bikeList,lat,lng,name
39,12499561,15039,0,19,"[{""active"": true, ""number"": ""57617"", ""bikeType"": 71}, {""active"": true, ""number"": ""57582"", ""bikeType"": 71}, {""active"": true, ""number"": ""57368"", ""bikeType"": 71}, {""active"": true, ""number"": ""57170"", ""bikeType"": 71}, {""active"": true, ""number"": ""57110"", ""bikeType"": 71}, {""active"": true, ""number"": ""650997"", ""bikeType"": 71}, {""active"": true, ""number"": ""650928"", ""bikeType"": 71}, {""active"": true, ""number"": ""650893"", ""bikeType"": 71}, {""active"": true, ""number"": ""650837"", ""bikeType"": 71}, {""active"": true, ""number"": ""650649"", ""bikeType"": 71}, {""active"": true, ""number"": ""650633"", ""bikeType"": 71}, {""active"": true, ""number"": ""650531"", ""bikeType"": 71}, {""active"": true, ""number"": ""650354"", ""bikeType"": 71}, {""active"": true, ""number"": ""650333"", ""bikeType"": 71}, {""active"": true, ""number"": ""650258"", ""bikeType"": 71}, {""active"": true, ""number"": ""650043"", ""bikeType"": 71}, {""active"": true, ""number"": ""650015"", ""bikeType"": 71}, {""active"": true, ""number"": ""651217"", ""bikeType"": 71}, {""active"": true, ""number"": ""651207"", ""bikeType"": 71}]",51.1004,17.045083,Kościuszki / Pułaskiego
40,12499586,15040,0,7,"[{""active"": true, ""number"": ""57940"", ""bikeType"": 71}, {""active"": true, ""number"": ""57537"", ""bikeType"": 71}, {""active"": true, ""number"": ""650743"", ""bikeType"": 71}, {""active"": true, ""number"": ""650330"", ""bikeType"": 71}, {""active"": true, ""number"": ""650325"", ""bikeType"": 71}, {""active"": true, ""number"": ""650296"", ""bikeType"": 71}, {""active"": true, ""number"": ""650077"", ""bikeType"": 71}]",51.110001,17.047736,Plac Powstańców Warszawy (Muzeum Narodowe)
41,12499606,15041,0,29,"[{""active"": true, ""number"": ""57932"", ""bikeType"": 71}, {""active"": true, ""number"": ""57907"", ""bikeType"": 71}, {""active"": true, ""number"": ""57865"", ""bikeType"": 71}, {""active"": true, ""number"": ""57856"", ""bikeType"": 71}, {""active"": true, ""number"": ""57673"", ""bikeType"": 71}, {""active"": true, ""number"": ""57649"", ""bikeType"": 71}, {""active"": true, ""number"": ""57502"", ""bikeType"": 71}, {""active"": true, ""number"": ""57398"", ""bikeType"": 71}, {""active"": true, ""number"": ""57252"", ""bikeType"": 71}, {""active"": true, ""number"": ""57211"", ""bikeType"": 71}, {""active"": true, ""number"": ""57176"", ""bikeType"": 71}, {""active"": true, ""number"": ""650988"", ""bikeType"": 71}, {""active"": true, ""number"": ""650958"", ""bikeType"": 71}, {""active"": true, ""number"": ""650953"", ""bikeType"": 71}, {""active"": true, ""number"": ""650935"", ""bikeType"": 71}, {""active"": true, ""number"": ""650851"", ""bikeType"": 71}, {""active"": true, ""number"": ""650847"", ""bikeType"": 71}, {""active"": true, ""number"": ""650612"", ""bikeType"": 71}, {""active"": true, ""number"": ""650555"", ""bikeType"": 71}, {""active"": true, ""number"": ""650518"", ""bikeType"": 71}, {""active"": true, ""number"": ""650505"", ""bikeType"": 71}, {""active"": true, ""number"": ""650504"", ""bikeType"": 71}, {""active"": true, ""number"": ""650474"", ""bikeType"": 71}, {""active"": true, ""number"": ""650351"", ""bikeType"": 71}, {""active"": true, ""number"": ""650289"", ""bikeType"": 71}, {""active"": true, ""number"": ""650094"", ""bikeType"": 71}, {""active"": true, ""number"": ""650048"", ""bikeType"": 71}, {""active"": true, ""number"": ""650019"", ""bikeType"": 71}, {""active"": true, ""number"": ""651001"", ""bikeType"": 71}]",51.098959,17.051519,Kościuszki / Komuny Paryskiej / Zgodna
44,12500088,15044,0,14,"[{""active"": true, ""number"": ""57610"", ""bikeType"": 71}, {""active"": true, ""number"": ""57345"", ""bikeType"": 71}, {""active"": true, ""number"": ""57237"", ""bikeType"": 71}, {""active"": true, ""number"": ""650989"", ""bikeType"": 71}, {""active"": true, ""number"": ""650797"", ""bikeType"": 71}, {""active"": true, ""number"": ""650656"", ""bikeType"": 71}, {""active"": true, ""number"": ""650548"", ""bikeType"": 71}, {""active"": true, ""number"": ""650473"", ""bikeType"": 71}, {""active"": true, ""number"": ""650462"", ""bikeType"": 71}, {""active"": true, ""number"": ""650445"", ""bikeType"": 71}, {""active"": true, ""number"": ""650371"", ""bikeType"": 71}, {""active"": true, ""number"": ""650031"", ""bikeType"": 71}, {""active"": true, ""number"": ""650008"", ""bikeType"": 71}, {""active"": true, ""number"": ""651019"", ""bikeType"": 71}]",51.113703,17.006287,Plac Strzegomski / Poznańska
45,12500129,15045,0,5,"[{""active"": true, ""number"": ""57224"", ""bikeType"": 71}, {""active"": true, ""number"": ""57103"", ""bikeType"": 71}, {""active"": true, ""number"": ""650926"", ""bikeType"": 71}, {""active"": true, ""number"": ""650524"", ""bikeType"": 71}, {""active"": true, ""number"": ""651024"", ""bikeType"": 71}]",51.117668,17.007137,Zachodnia / Poznańska
46,12500152,15046,0,8,"[{""active"": true, ""number"": ""57980"", ""bikeType"": 71}, {""active"": true, ""number"": ""57949"", ""bikeType"": 71}, {""active"": true, ""number"": ""57536"", ""bikeType"": 71}, {""active"": true, ""number"": ""57273"", ""bikeType"": 71}, {""active"": true, ""number"": ""57100"", ""bikeType"": 71}, {""active"": true, ""number"": ""650479"", ""bikeType"": 71}, {""active"": true, ""number"": ""650456"", ""bikeType"": 71}, {""active"": true, ""number"": ""650118"", ""bikeType"": 71}]",51.117032,17.033499,Drobnera / Dubois
47,12500181,15047,0,6,"[{""active"": true, ""number"": ""650811"", ""bikeType"": 71}, {""active"": true, ""number"": ""650704"", ""bikeType"": 71}, {""active"": true, ""number"": ""650629"", ""bikeType"": 71}, {""active"": true, ""number"": ""650428"", ""bikeType"": 71}, {""active"": true, ""number"": ""650397"", ""bikeType"": 71}, {""active"": true, ""number"": ""651221"", ""bikeType"": 71}]",51.121308,17.043077,Poniatowskiego / Oleśnicka
48,12500203,15048,0,11,"[{""active"": true, ""number"": ""57810"", ""bikeType"": 71}, {""active"": true, ""number"": ""57569"", ""bikeType"": 71}, {""active"": true, ""number"": ""57468"", ""bikeType"": 71}, {""active"": true, ""number"": ""57298"", ""bikeType"": 71}, {""active"": true, ""number"": ""57266"", ""bikeType"": 71}, {""active"": true, ""number"": ""57193"", ""bikeType"": 71}, {""active"": true, ""number"": ""57158"", ""bikeType"": 71}, {""active"": true, ""number"": ""650952"", ""bikeType"": 71}, {""active"": true, ""number"": ""650602"", ""bikeType"": 71}, {""active"": true, ""number"": ""650260"", ""bikeType"": 71}, {""active"": true, ""number"": ""650045"", ""bikeType"": 71}]",51.122424,17.052013,Nowowiejska / Wyszyńskiego
49,12500217,15049,0,8,"[{""active"": true, ""number"": ""57894"", ""bikeType"": 71}, {""active"": true, ""number"": ""57399"", ""bikeType"": 71}, {""active"": true, ""number"": ""650853"", ""bikeType"": 71}, {""active"": true, ""number"": ""650744"", ""bikeType"": 71}, {""active"": true, ""number"": ""650723"", ""bikeType"": 71}, {""active"": true, ""number"": ""650680"", ""bikeType"": 71}, {""active"": true, ""number"": ""650490"", ""bikeType"": 71}, {""active"": true, ""number"": ""650230"", ""bikeType"": 71}]",51.12566,17.050463,Żeromskiego / Daszyńskiego
50,12500232,15050,0,4,"[{""active"": true, ""number"": ""650919"", ""bikeType"": 71}, {""active"": true, ""number"": ""650891"", ""bikeType"": 71}, {""active"": true, ""number"": ""650565"", ""bikeType"": 71}, {""active"": true, ""number"": ""650120"", ""bikeType"": 71}]",51.122313,17.047515,Żeromskiego / Kluczborska
51,12500254,15051,0,8,"[{""active"": true, ""number"": ""57930"", ""bikeType"": 71}, {""active"": true, ""number"": ""57905"", ""bikeType"": 71}, {""active"": true, ""number"": ""57727"", ""bikeType"": 71}, {""active"": true, ""number"": ""57596"", ""bikeType"": 71}, {""active"": true, ""number"": ""57388"", ""bikeType"": 71}, {""active"": true, ""number"": ""57244"", ""bikeType"": 71}, {""active"": true, ""number"": ""650635"", ""bikeType"": 71}, {""active"": true, ""number"": ""650023"", ""bikeType"": 71}]",51.110662,17.052712,Joliot-Curie (Uwr)
52,12500273,15052,0,5,"[{""active"": true, ""number"": ""57543"", ""bikeType"": 71}, {""active"": true, ""number"": ""650381"", ""bikeType"": 71}, {""active"": true, ""number"": ""650306"", ""bikeType"": 71}, {""active"": true, ""number"": ""650128"", ""bikeType"": 71}, {""active"": true, ""number"": ""650014"", ""bikeType"": 71}]",51.115564,17.060704,Sienkiewicza / Piastowska
54,12500340,15054,0,11,"[{""active"": true, ""number"": ""57832"", ""bikeType"": 71}, {""active"": true, ""number"": ""57803"", ""bikeType"": 71}, {""active"": true, ""number"": ""57784"", ""bikeType"": 71}, {""active"": true, ""number"": ""57759"", ""bikeType"": 71}, {""active"": true, ""number"": ""57629"", ""bikeType"": 71}, {""active"": true, ""number"": ""57440"", ""bikeType"": 71}, {""active"": true, ""number"": ""57024"", ""bikeType"": 71}, {""active"": true, ""number"": ""650622"", ""bikeType"": 71}, {""active"": true, ""number"": ""650455"", ""bikeType"": 71}, {""active"": true, ""number"": ""650363"", ""bikeType"": 71}, {""active"": true, ""number"": ""650316"", ""bikeType"": 71}]",51.110415,17.055591,Plac Grunwaldzki / Polaka
55,12500370,15055,0,10,"[{""active"": true, ""number"": ""57987"", ""bikeType"": 71}, {""active"": true, ""number"": ""57635"", ""bikeType"": 71}, {""active"": true, ""number"": ""57393"", ""bikeType"": 71}, {""active"": true, ""number"": ""57163"", ""bikeType"": 71}, {""active"": true, ""number"": ""57120"", ""bikeType"": 71}, {""active"": true, ""number"": ""650818"", ""bikeType"": 71}, {""active"": true, ""number"": ""650572"", ""bikeType"": 71}, {""active"": true, ""number"": ""650250"", ""bikeType"": 71}, {""active"": true, ""number"": ""650068"", ""bikeType"": 71}, {""active"": true, ""number"": ""650036"", ""bikeType"": 71}]",51.10411,17.084711,Wróblewskiego (Teki)
56,12500399,15056,0,10,"[{""active"": true, ""number"": ""57978"", ""bikeType"": 71}, {""active"": true, ""number"": ""57916"", ""bikeType"": 71}, {""active"": true, ""number"": ""57885"", ""bikeType"": 71}, {""active"": true, ""number"": ""57663"", ""bikeType"": 71}, {""active"": true, ""number"": ""57601"", ""bikeType"": 71}, {""active"": true, ""number"": ""57501"", ""bikeType"": 71}, {""active"": true, ""number"": ""57286"", ""bikeType"": 71}, {""active"": true, ""number"": ""650692"", ""bikeType"": 71}, {""active"": true, ""number"": ""650277"", ""bikeType"": 71}, {""active"": true, ""number"": ""650180"", ""bikeType"": 71}]",51.094653,17.026775,Komandorska / Sanocka
57,12500421,15057,0,14,"[{""active"": true, ""number"": ""57971"", ""bikeType"": 71}, {""active"": true, ""number"": ""57585"", ""bikeType"": 71}, {""active"": true, ""number"": ""57467"", ""bikeType"": 71}, {""active"": true, ""number"": ""57134"", ""bikeType"": 71}, {""active"": true, ""number"": ""57051"", ""bikeType"": 71}, {""active"": true, ""number"": ""650882"", ""bikeType"": 71}, {""active"": true, ""number"": ""650710"", ""bikeType"": 71}, {""active"": true, ""number"": ""650596"", ""bikeType"": 71}, {""active"": true, ""number"": ""650537"", ""bikeType"": 71}, {""active"": true, ""number"": ""650497"", ""bikeType"": 71}, {""active"": true, ""number"": ""650494"", ""bikeType"": 71}, {""active"": true, ""number"": ""650346"", ""bikeType"": 71}, {""active"": true, ""number"": ""650272"", ""bikeType"": 71}, {""active"": true, ""number"": ""650175"", ""bikeType"": 71}]",51.089842,17.028225,Ślężna / Kamienna (Uniw. Ekonomiczny)
58,12500454,15058,0,6,"[{""active"": true, ""number"": ""57872"", ""bikeType"": 71}, {""active"": true, ""number"": ""57588"", ""bikeType"": 71}, {""active"": true, ""number"": ""650858"", ""bikeType"": 71}, {""active"": true, ""number"": ""650569"", ""bikeType"": 71}, {""active"": true, ""number"": ""650389"", ""bikeType"": 71}, {""active"": true, ""number"": ""650001"", ""bikeType"": 71}]",51.08451,16.97223,Oporów (pętla tramwajowa)
59,12500478,15059,0,8,"[{""active"": true, ""number"": ""57893"", ""bikeType"": 71}, {""active"": true, ""number"": ""57509"", ""bikeType"": 71}, {""active"": true, ""number"": ""57019"", ""bikeType"": 71}, {""active"": true, ""number"": ""650848"", ""bikeType"": 71}, {""active"": true, ""number"": ""650407"", ""bikeType"": 71}, {""active"": true, ""number"": ""650238"", ""bikeType"": 71}, {""active"": true, ""number"": ""650198"", ""bikeType"": 71}, {""active"": true, ""number"": ""651205"", ""bikeType"": 71}]",51.097209,17.013967,Zaporoska / Gajowicka
60,12500501,15060,0,6,"[{""active"": true, ""number"": ""57983"", ""bikeType"": 71}, {""active"": true, ""number"": ""57660"", ""bikeType"": 71}, {""active"": true, ""number"": ""57518"", ""bikeType"": 71}, {""active"": true, ""number"": ""57093"", ""bikeType"": 71}, {""active"": true, ""number"": ""650885"", ""bikeType"": 71}, {""active"": true, ""number"": ""650442"", ""bikeType"": 71}]",51.097147,17.056251,Traugutta / Kościuszki
61,12500523,15061,0,13,"[{""active"": true, ""number"": ""57942"", ""bikeType"": 71}, {""active"": true, ""number"": ""57920"", ""bikeType"": 71}, {""active"": true, ""number"": ""57822"", ""bikeType"": 71}, {""active"": true, ""number"": ""57572"", ""bikeType"": 71}, {""active"": true, ""number"": ""57515"", ""bikeType"": 71}, {""active"": true, ""number"": ""57489"", ""bikeType"": 71}, {""active"": true, ""number"": ""57076"", ""bikeType"": 71}, {""active"": true, ""number"": ""650995"", ""bikeType"": 71}, {""active"": true, ""number"": ""650825"", ""bikeType"": 71}, {""active"": true, ""number"": ""650605"", ""bikeType"": 71}, {""active"": true, ""number"": ""650506"", ""bikeType"": 71}, {""active"": true, ""number"": ""650396"", ""bikeType"": 71}, {""active"": true, ""number"": ""650373"", ""bikeType"": 71}]",51.119311,17.056784,Nowowiejska / Górnickiego
62,12500551,15062,0,17,"[{""active"": true, ""number"": ""57840"", ""bikeType"": 71}, {""active"": true, ""number"": ""57823"", ""bikeType"": 71}, {""active"": true, ""number"": ""57780"", ""bikeType"": 71}, {""active"": true, ""number"": ""57554"", ""bikeType"": 71}, {""active"": true, ""number"": ""57527"", ""bikeType"": 71}, {""active"": true, ""number"": ""57447"", ""bikeType"": 71}, {""active"": true, ""number"": ""650992"", ""bikeType"": 71}, {""active"": true, ""number"": ""650951"", ""bikeType"": 71}, {""active"": true, ""number"": ""650842"", ""bikeType"": 71}, {""active"": true, ""number"": ""650796"", ""bikeType"": 71}, {""active"": true, ""number"": ""650574"", ""bikeType"": 71}, {""active"": true, ""number"": ""650542"", ""bikeType"": 71}, {""active"": true, ""number"": ""650526"", ""bikeType"": 71}, {""active"": true, ""number"": ""650261"", ""bikeType"": 71}, {""active"": true, ""number"": ""650186"", ""bikeType"": 71}, {""active"": true, ""number"": ""650121"", ""bikeType"": 71}, {""active"": true, ""number"": ""650088"", ""bikeType"": 71}]",51.113912,17.067207,Plac Grunwaldzki (DS Ołówek)
63,12500568,15063,0,10,"[{""active"": true, ""number"": ""57819"", ""bikeType"": 71}, {""active"": true, ""number"": ""57526"", ""bikeType"": 71}, {""active"": true, ""number"": ""57310"", ""bikeType"": 71}, {""active"": true, ""number"": ""57284"", ""bikeType"": 71}, {""active"": true, ""number"": ""650756"", ""bikeType"": 71}, {""active"": true, ""number"": ""650730"", ""bikeType"": 71}, {""active"": true, ""number"": ""650674"", ""bikeType"": 71}, {""active"": true, ""number"": ""650215"", ""bikeType"": 71}, {""active"": true, ""number"": ""650213"", ""bikeType"": 71}, {""active"": true, ""number"": ""650080"", ""bikeType"": 71}]",51.102117,17.013683,Zaporoska / Grabiszyńska
64,12500590,15064,0,8,"[{""active"": true, ""number"": ""57917"", ""bikeType"": 71}, {""active"": true, ""number"": ""57434"", ""bikeType"": 71}, {""active"": true, ""number"": ""57248"", ""bikeType"": 71}, {""active"": true, ""number"": ""57126"", ""bikeType"": 71}, {""active"": true, ""number"": ""57097"", ""bikeType"": 71}, {""active"": true, ""number"": ""650209"", ""bikeType"": 71}, {""active"": true, ""number"": ""650075"", ""bikeType"": 71}, {""active"": true, ""number"": ""650063"", ""bikeType"": 71}]",51.099354,17.000697,Grabiszyńska / Stalowa
65,12500618,15065,0,4,"[{""active"": true, ""number"": ""650971"", ""bikeType"": 71}, {""active"": true, ""number"": ""650803"", ""bikeType"": 71}, {""active"": true, ""number"": ""650488"", ""bikeType"": 71}, {""active"": true, ""number"": ""650266"", ""bikeType"": 71}]",51.093426,17.002893,Krucza / Mielecka / Stalowa
66,12500646,15066,0,14,"[{""active"": true, ""number"": ""57061"", ""bikeType"": 71}, {""active"": true, ""number"": ""650932"", ""bikeType"": 71}, {""active"": true, ""number"": ""650910"", ""bikeType"": 71}, {""active"": true, ""number"": ""650892"", ""bikeType"": 71}, {""active"": true, ""number"": ""650809"", ""bikeType"": 71}, {""active"": true, ""number"": ""650587"", ""bikeType"": 71}, {""active"": true, ""number"": ""650538"", ""bikeType"": 71}, {""active"": true, ""number"": ""650516"", ""bikeType"": 71}, {""active"": true, ""number"": ""650427"", ""bikeType"": 71}, {""active"": true, ""number"": ""650426"", ""bikeType"": 71}, {""active"": true, ""number"": ""650359"", ""bikeType"": 71}, {""active"": true, ""number"": ""650263"", ""bikeType"": 71}, {""active"": true, ""number"": ""650193"", ""bikeType"": 71}, {""active"": true, ""number"": ""651220"", ""bikeType"": 71}]",51.089315,17.001501,Aleja Hallera / Mielecka
67,12500681,15067,0,6,"[{""active"": true, ""number"": ""57974"", ""bikeType"": 71}, {""active"": true, ""number"": ""57763"", ""bikeType"": 71}, {""active"": true, ""number"": ""650819"", ""bikeType"": 71}, {""active"": true, ""number"": ""650644"", ""bikeType"": 71}, {""active"": true, ""number"": ""650581"", ""bikeType"": 71}, {""active"": true, ""number"": ""650299"", ""bikeType"": 71}]",51.095597,17.008045,"Grochowa / Jemiołowa,"
68,12500714,15068,0,8,"[{""active"": true, ""number"": ""57529"", ""bikeType"": 71}, {""active"": true, ""number"": ""57348"", ""bikeType"": 71}, {""active"": true, ""number"": ""57179"", ""bikeType"": 71}, {""active"": true, ""number"": ""57166"", ""bikeType"": 71}, {""active"": true, ""number"": ""650898"", ""bikeType"": 71}, {""active"": true, ""number"": ""650503"", ""bikeType"": 71}, {""active"": true, ""number"": ""650200"", ""bikeType"": 71}, {""active"": true, ""number"": ""650066"", ""bikeType"": 71}]",51.099713,17.027905,Powstańców Śląskich (Arkady Wrocławskie)
69,12500737,15069,0,5,"[{""active"": true, ""number"": ""57889"", ""bikeType"": 71}, {""active"": true, ""number"": ""57857"", ""bikeType"": 71}, {""active"": true, ""number"": ""650205"", ""bikeType"": 71}, {""active"": true, ""number"": ""650164"", ""bikeType"": 71}, {""active"": true, ""number"": ""650092"", ""bikeType"": 71}]",51.113141,17.012175,Legnicka / Młodych Techników
70,12500780,15070,0,5,"[{""active"": true, ""number"": ""57299"", ""bikeType"": 71}, {""active"": true, ""number"": ""57269"", ""bikeType"": 71}, {""active"": true, ""number"": ""57239"", ""bikeType"": 71}, {""active"": true, ""number"": ""650560"", ""bikeType"": 71}, {""active"": true, ""number"": ""650422"", ""bikeType"": 71}]",51.098027,17.006977,Żelazna / Pereca
71,12500815,15072,0,4,"[{""active"": true, ""number"": ""57587"", ""bikeType"": 71}, {""active"": true, ""number"": ""57318"", ""bikeType"": 71}, {""active"": true, ""number"": ""650543"", ""bikeType"": 71}, {""active"": true, ""number"": ""650134"", ""bikeType"": 71}]",51.107471,17.033335,Szewska / Kazimierza Wielkiego 
72,12500854,15073,0,8,"[{""active"": true, ""number"": ""57973"", ""bikeType"": 71}, {""active"": true, ""number"": ""57483"", ""bikeType"": 71}, {""active"": true, ""number"": ""57436"", ""bikeType"": 71}, {""active"": true, ""number"": ""57357"", ""bikeType"": 71}, {""active"": true, ""number"": ""57041"", ""bikeType"": 71}, {""active"": true, ""number"": ""650762"", ""bikeType"": 71}, {""active"": true, ""number"": ""650161"", ""bikeType"": 71}, {""active"": true, ""number"": ""650130"", ""bikeType"": 71}]",51.122636,16.975708,Na Ostatnim Groszu
73,12500877,15074,0,9,"[{""active"": true, ""number"": ""57975"", ""bikeType"": 71}, {""active"": true, ""number"": ""57912"", ""bikeType"": 71}, {""active"": true, ""number"": ""57850"", ""bikeType"": 71}, {""active"": true, ""number"": ""57802"", ""bikeType"": 71}, {""active"": true, ""number"": ""57458"", ""bikeType"": 71}, {""active"": true, ""number"": ""650894"", ""bikeType"": 71}, {""active"": true, ""number"": ""650553"", ""bikeType"": 71}, {""active"": true, ""number"": ""650274"", ""bikeType"": 71}, {""active"": true, ""number"": ""651003"", ""bikeType"": 71}]",51.096659,16.988566,Grabiszyńska / Magazynierska (Corte Verona)
74,12500893,15075,0,6,"[{""active"": true, ""number"": ""57954"", ""bikeType"": 71}, {""active"": true, ""number"": ""57562"", ""bikeType"": 71}, {""active"": true, ""number"": ""57090"", ""bikeType"": 71}, {""active"": true, ""number"": ""650623"", ""bikeType"": 71}, {""active"": true, ""number"": ""650592"", ""bikeType"": 71}, {""active"": true, ""number"": ""650246"", ""bikeType"": 71}]",51.117155,17.000368,Legnicka / Zachodnia 
75,12501008,15076,0,11,"[{""active"": true, ""number"": ""57884"", ""bikeType"": 71}, {""active"": true, ""number"": ""57653"", ""bikeType"": 71}, {""active"": true, ""number"": ""57591"", ""bikeType"": 71}, {""active"": true, ""number"": ""57206"", ""bikeType"": 71}, {""active"": true, ""number"": ""650601"", ""bikeType"": 71}, {""active"": true, ""number"": ""650591"", ""bikeType"": 71}, {""active"": true, ""number"": ""650355"", ""bikeType"": 71}, {""active"": true, ""number"": ""650334"", ""bikeType"": 71}, {""active"": true, ""number"": ""650326"", ""bikeType"": 71}, {""active"": true, ""number"": ""650002"", ""bikeType"": 71}, {""active"": true, ""number"": ""651010"", ""bikeType"": 71}]",51.11277,16.994446,Robotnicza / Fabryczna
76,12501064,15077,0,10,"[{""active"": true, ""number"": ""57756"", ""bikeType"": 71}, {""active"": true, ""number"": ""57729"", ""bikeType"": 71}, {""active"": true, ""number"": ""57676"", ""bikeType"": 71}, {""active"": true, ""number"": ""57614"", ""bikeType"": 71}, {""active"": true, ""number"": ""57600"", ""bikeType"": 71}, {""active"": true, ""number"": ""57565"", ""bikeType"": 71}, {""active"": true, ""number"": ""57454"", ""bikeType"": 71}, {""active"": true, ""number"": ""57435"", ""bikeType"": 71}, {""active"": true, ""number"": ""57012"", ""bikeType"": 71}, {""active"": true, ""number"": ""650034"", ""bikeType"": 71}]",51.104163,17.031115,Fosa Miejska 
77,12501085,15078,0,11,"[{""active"": true, ""number"": ""57984"", ""bikeType"": 71}, {""active"": true, ""number"": ""57698"", ""bikeType"": 71}, {""active"": true, ""number"": ""57573"", ""bikeType"": 71}, {""active"": true, ""number"": ""57488"", ""bikeType"": 71}, {""active"": true, ""number"": ""57072"", ""bikeType"": 71}, {""active"": true, ""number"": ""650841"", ""bikeType"": 71}, {""active"": true, ""number"": ""650661"", ""bikeType"": 71}, {""active"": true, ""number"": ""650598"", ""bikeType"": 71}, {""active"": true, ""number"": ""650353"", ""bikeType"": 71}, {""active"": true, ""number"": ""650280"", ""bikeType"": 71}, {""active"": true, ""number"": ""650110"", ""bikeType"": 71}]",51.108288,17.064884,Łukasiewicza / Smoluchowskiego (PWr)
93,12501819,15093,0,5,"[{""active"": true, ""number"": ""57254"", ""bikeType"": 71}, {""active"": true, ""number"": ""650486"", ""bikeType"": 71}, {""active"": true, ""number"": ""650484"", ""bikeType"": 71}, {""active"": true, ""number"": ""650471"", ""bikeType"": 71}, {""active"": true, ""number"": ""651202"", ""bikeType"": 71}]",51.085018,17.049193,Bardzka / Piękna
78,12501126,15079,0,14,"[{""active"": true, ""number"": ""57921"", ""bikeType"": 71}, {""active"": true, ""number"": ""57828"", ""bikeType"": 71}, {""active"": true, ""number"": ""57728"", ""bikeType"": 71}, {""active"": true, ""number"": ""57333"", ""bikeType"": 71}, {""active"": true, ""number"": ""57185"", ""bikeType"": 71}, {""active"": true, ""number"": ""650977"", ""bikeType"": 71}, {""active"": true, ""number"": ""650663"", ""bikeType"": 71}, {""active"": true, ""number"": ""650660"", ""bikeType"": 71}, {""active"": true, ""number"": ""650454"", ""bikeType"": 71}, {""active"": true, ""number"": ""650404"", ""bikeType"": 71}, {""active"": true, ""number"": ""650295"", ""bikeType"": 71}, {""active"": true, ""number"": ""650163"", ""bikeType"": 71}, {""active"": true, ""number"": ""650061"", ""bikeType"": 71}, {""active"": true, ""number"": ""650041"", ""bikeType"": 71}]",51.110342,17.02601,Kazimierza Wielkiego (Helios)
79,12501151,15080,0,6,"[{""active"": true, ""number"": ""57275"", ""bikeType"": 71}, {""active"": true, ""number"": ""57202"", ""bikeType"": 71}, {""active"": true, ""number"": ""57021"", ""bikeType"": 71}, {""active"": true, ""number"": ""650943"", ""bikeType"": 71}, {""active"": true, ""number"": ""650252"", ""bikeType"": 71}, {""active"": true, ""number"": ""650087"", ""bikeType"": 71}]",51.117557,17.040967,Drobnera / Plac Bema
80,12501174,15081,0,12,"[{""active"": true, ""number"": ""57913"", ""bikeType"": 71}, {""active"": true, ""number"": ""57814"", ""bikeType"": 71}, {""active"": true, ""number"": ""57754"", ""bikeType"": 71}, {""active"": true, ""number"": ""57685"", ""bikeType"": 71}, {""active"": true, ""number"": ""57428"", ""bikeType"": 71}, {""active"": true, ""number"": ""57324"", ""bikeType"": 71}, {""active"": true, ""number"": ""57118"", ""bikeType"": 71}, {""active"": true, ""number"": ""57068"", ""bikeType"": 71}, {""active"": true, ""number"": ""650900"", ""bikeType"": 71}, {""active"": true, ""number"": ""650777"", ""bikeType"": 71}, {""active"": true, ""number"": ""650760"", ""bikeType"": 71}, {""active"": true, ""number"": ""650675"", ""bikeType"": 71}]",51.147339,17.11452,Krzywoustego - Rynek Psie Pole
81,12501209,15082,0,8,"[{""active"": true, ""number"": ""57713"", ""bikeType"": 71}, {""active"": true, ""number"": ""57402"", ""bikeType"": 71}, {""active"": true, ""number"": ""57078"", ""bikeType"": 71}, {""active"": true, ""number"": ""57057"", ""bikeType"": 71}, {""active"": true, ""number"": ""650771"", ""bikeType"": 71}, {""active"": true, ""number"": ""650640"", ""bikeType"": 71}, {""active"": true, ""number"": ""650174"", ""bikeType"": 71}, {""active"": true, ""number"": ""650098"", ""bikeType"": 71}]",51.13699,16.966199,Pilczycka / Kozanowska
82,12501262,15083,0,13,"[{""active"": true, ""number"": ""57898"", ""bikeType"": 71}, {""active"": true, ""number"": ""57692"", ""bikeType"": 71}, {""active"": true, ""number"": ""57643"", ""bikeType"": 71}, {""active"": true, ""number"": ""57320"", ""bikeType"": 71}, {""active"": true, ""number"": ""57245"", ""bikeType"": 71}, {""active"": true, ""number"": ""57199"", ""bikeType"": 71}, {""active"": true, ""number"": ""57183"", ""bikeType"": 71}, {""active"": true, ""number"": ""650761"", ""bikeType"": 71}, {""active"": true, ""number"": ""650741"", ""bikeType"": 71}, {""active"": true, ""number"": ""650683"", ""bikeType"": 71}, {""active"": true, ""number"": ""650433"", ""bikeType"": 71}, {""active"": true, ""number"": ""650206"", ""bikeType"": 71}, {""active"": true, ""number"": ""651204"", ""bikeType"": 71}]",51.132259,17.065453,Aleja Kromera
83,12501283,15084,0,7,"[{""active"": true, ""number"": ""57946"", ""bikeType"": 71}, {""active"": true, ""number"": ""57485"", ""bikeType"": 71}, {""active"": true, ""number"": ""650985"", ""bikeType"": 71}, {""active"": true, ""number"": ""650772"", ""bikeType"": 71}, {""active"": true, ""number"": ""650523"", ""bikeType"": 71}, {""active"": true, ""number"": ""650221"", ""bikeType"": 71}, {""active"": true, ""number"": ""650122"", ""bikeType"": 71}]",51.145074,16.871502,Leśnica - pętla tramwajowa
