_id,uid,number,bookedBikes,bikes,bikeList,lat,lng,name
84,12501303,15085,0,3,"[{""active"": true, ""number"": ""57265"", ""bikeType"": 71}, {""active"": true, ""number"": ""650684"", ""bikeType"": 71}, {""active"": true, ""number"": ""651226"", ""bikeType"": 71}]",51.074992,17.007058,Krzycka / Aleja Karkonoska (Park Południowy)
85,12501375,15086,0,15,"[{""active"": true, ""number"": ""57853"", ""bikeType"": 71}, {""active"": true, ""number"": ""57816"", ""bikeType"": 71}, {""active"": true, ""number"": ""57613"", ""bikeType"": 71}, {""active"": true, ""number"": ""57593"", ""bikeType"": 71}, {""active"": true, ""number"": ""57566"", ""bikeType"": 71}, {""active"": true, ""number"": ""57417"", ""bikeType"": 71}, {""active"": true, ""number"": ""57408"", ""bikeType"": 71}, {""active"": true, ""number"": ""650983"", ""bikeType"": 71}, {""active"": true, ""number"": ""650816"", ""bikeType"": 71}, {""active"": true, ""number"": ""650754"", ""bikeType"": 71}, {""active"": true, ""number"": ""650752"", ""bikeType"": 71}, {""active"": true, ""number"": ""650240"", ""bikeType"": 71}, {""active"": true, ""number"": ""650114"", ""bikeType"": 71}, {""active"": true, ""number"": ""650059"", ""bikeType"": 71}, {""active"": true, ""number"": ""650003"", ""bikeType"": 71}]",51.063834,17.083366,Mościckiego (stacja kolejowa)
86,12501449,15094,0,24,"[{""active"": true, ""number"": ""57963"", ""bikeType"": 71}, {""active"": true, ""number"": ""57892"", ""bikeType"": 71}, {""active"": true, ""number"": ""57737"", ""bikeType"": 71}, {""active"": true, ""number"": ""57710"", ""bikeType"": 71}, {""active"": true, ""number"": ""57466"", ""bikeType"": 71}, {""active"": true, ""number"": ""57306"", ""bikeType"": 71}, {""active"": true, ""number"": ""57278"", ""bikeType"": 71}, {""active"": true, ""number"": ""57243"", ""bikeType"": 71}, {""active"": true, ""number"": ""57070"", ""bikeType"": 71}, {""active"": true, ""number"": ""57067"", ""bikeType"": 71}, {""active"": true, ""number"": ""650950"", ""bikeType"": 71}, {""active"": true, ""number"": ""650949"", ""bikeType"": 71}, {""active"": true, ""number"": ""650938"", ""bikeType"": 71}, {""active"": true, ""number"": ""650877"", ""bikeType"": 71}, {""active"": true, ""number"": ""650765"", ""bikeType"": 71}, {""active"": true, ""number"": ""650638"", ""bikeType"": 71}, {""active"": true, ""number"": ""650594"", ""bikeType"": 71}, {""active"": true, ""number"": ""650561"", ""bikeType"": 71}, {""active"": true, ""number"": ""650489"", ""bikeType"": 71}, {""active"": true, ""number"": ""650466"", ""bikeType"": 71}, {""active"": true, ""number"": ""650421"", ""bikeType"": 71}, {""active"": true, ""number"": ""650254"", ""bikeType"": 71}, {""active"": true, ""number"": ""650076"", ""bikeType"": 71}, {""active"": true, ""number"": ""651013"", ""bikeType"": 71}]",51.136111,17.036262,Żmigrodzka / Broniewskiego
87,12501499,15087,0,5,"[{""active"": true, ""number"": ""57511"", ""bikeType"": 71}, {""active"": true, ""number"": ""57346"", ""bikeType"": 71}, {""active"": true, ""number"": ""650583"", ""bikeType"": 71}, {""active"": true, ""number"": ""650243"", ""bikeType"": 71}, {""active"": true, ""number"": ""650218"", ""bikeType"": 71}]",51.059458,17.006542,Zwycięska / Ołtaszyńska
88,12501561,15088,0,8,"[{""active"": true, ""number"": ""57992"", ""bikeType"": 71}, {""active"": true, ""number"": ""57952"", ""bikeType"": 71}, {""active"": true, ""number"": ""57928"", ""bikeType"": 71}, {""active"": true, ""number"": ""57906"", ""bikeType"": 71}, {""active"": true, ""number"": ""57783"", ""bikeType"": 71}, {""active"": true, ""number"": ""57547"", ""bikeType"": 71}, {""active"": true, ""number"": ""57098"", ""bikeType"": 71}, {""active"": true, ""number"": ""57005"", ""bikeType"": 71}]",51.111874,16.960692,Strzegomska / Estońska
89,12501584,15089,0,6,"[{""active"": true, ""number"": ""57472"", ""bikeType"": 71}, {""active"": true, ""number"": ""57129"", ""bikeType"": 71}, {""active"": true, ""number"": ""650721"", ""bikeType"": 71}, {""active"": true, ""number"": ""650719"", ""bikeType"": 71}, {""active"": true, ""number"": ""650491"", ""bikeType"": 71}, {""active"": true, ""number"": ""650177"", ""bikeType"": 71}]",51.07692,17.041439,Świeradowska (Ferio Gaj )
90,12501733,15090,0,7,"[{""active"": true, ""number"": ""57760"", ""bikeType"": 71}, {""active"": true, ""number"": ""57071"", ""bikeType"": 71}, {""active"": true, ""number"": ""650902"", ""bikeType"": 71}, {""active"": true, ""number"": ""650836"", ""bikeType"": 71}, {""active"": true, ""number"": ""650282"", ""bikeType"": 71}, {""active"": true, ""number"": ""650211"", ""bikeType"": 71}, {""active"": true, ""number"": ""650125"", ""bikeType"": 71}]",51.065777098421,16.988575458527,Wałbrzyska - pętla tramwajowa
91,12501772,15091,0,16,"[{""active"": true, ""number"": ""57360"", ""bikeType"": 71}, {""active"": true, ""number"": ""57272"", ""bikeType"": 71}, {""active"": true, ""number"": ""57241"", ""bikeType"": 71}, {""active"": true, ""number"": ""57238"", ""bikeType"": 71}, {""active"": true, ""number"": ""57113"", ""bikeType"": 71}, {""active"": true, ""number"": ""650994"", ""bikeType"": 71}, {""active"": true, ""number"": ""650887"", ""bikeType"": 71}, {""active"": true, ""number"": ""650814"", ""bikeType"": 71}, {""active"": true, ""number"": ""650753"", ""bikeType"": 71}, {""active"": true, ""number"": ""650648"", ""bikeType"": 71}, {""active"": true, ""number"": ""650582"", ""bikeType"": 71}, {""active"": true, ""number"": ""650573"", ""bikeType"": 71}, {""active"": true, ""number"": ""650535"", ""bikeType"": 71}, {""active"": true, ""number"": ""650485"", ""bikeType"": 71}, {""active"": true, ""number"": ""650476"", ""bikeType"": 71}, {""active"": true, ""number"": ""650350"", ""bikeType"": 71}]",51.051546,17.059094,Buforowa - Vivaldiego
92,12501798,15092,0,13,"[{""active"": true, ""number"": ""57919"", ""bikeType"": 71}, {""active"": true, ""number"": ""57776"", ""bikeType"": 71}, {""active"": true, ""number"": ""57686"", ""bikeType"": 71}, {""active"": true, ""number"": ""57655"", ""bikeType"": 71}, {""active"": true, ""number"": ""57542"", ""bikeType"": 71}, {""active"": true, ""number"": ""57249"", ""bikeType"": 71}, {""active"": true, ""number"": ""57215"", ""bikeType"": 71}, {""active"": true, ""number"": ""57046"", ""bikeType"": 71}, {""active"": true, ""number"": ""650650"", ""bikeType"": 71}, {""active"": true, ""number"": ""650532"", ""bikeType"": 71}, {""active"": true, ""number"": ""650441"", ""bikeType"": 71}, {""active"": true, ""number"": ""650144"", ""bikeType"": 71}, {""active"": true, ""number"": ""651016"", ""bikeType"": 71}]",51.143633,16.950712,Pilczycka (Stadion Miejski)
94,12501841,15095,0,3,"[{""active"": true, ""number"": ""57042"", ""bikeType"": 71}, {""active"": true, ""number"": ""650959"", ""bikeType"": 71}, {""active"": true, ""number"": ""650047"", ""bikeType"": 71}]",51.100211,16.951602,Tyrmanda / Trawowa
95,12501859,15096,0,4,"[{""active"": true, ""number"": ""57165"", ""bikeType"": 71}, {""active"": true, ""number"": ""650884"", ""bikeType"": 71}, {""active"": true, ""number"": ""650815"", ""bikeType"": 71}, {""active"": true, ""number"": ""650689"", ""bikeType"": 71}]",51.160332109261,17.133682966232,Zatorska / Królewska - pętla MPK
96,12501871,15097,0,10,"[{""active"": true, ""number"": ""57924"", ""bikeType"": 71}, {""active"": true, ""number"": ""57903"", ""bikeType"": 71}, {""active"": true, ""number"": ""57806"", ""bikeType"": 71}, {""active"": true, ""number"": ""57706"", ""bikeType"": 71}, {""active"": true, ""number"": ""650794"", ""bikeType"": 71}, {""active"": true, ""number"": ""650769"", ""bikeType"": 71}, {""active"": true, ""number"": ""650658"", ""bikeType"": 71}, {""active"": true, ""number"": ""650541"", ""bikeType"": 71}, {""active"": true, ""number"": ""650469"", ""bikeType"": 71}, {""active"": true, ""number"": ""650217"", ""bikeType"": 71}]",51.110299,17.117854,Marca Polo (Olimpia Port)
97,12501893,15098,0,11,"[{""active"": true, ""number"": ""57922"", ""bikeType"": 71}, {""active"": true, ""number"": ""57491"", ""bikeType"": 71}, {""active"": true, ""number"": ""57152"", ""bikeType"": 71}, {""active"": true, ""number"": ""57107"", ""bikeType"": 71}, {""active"": true, ""number"": ""650939"", ""bikeType"": 71}, {""active"": true, ""number"": ""650786"", ""bikeType"": 71}, {""active"": true, ""number"": ""650699"", ""bikeType"": 71}, {""active"": true, ""number"": ""650434"", ""bikeType"": 71}, {""active"": true, ""number"": ""650361"", ""bikeType"": 71}, {""active"": true, ""number"": ""650286"", ""bikeType"": 71}, {""active"": true, ""number"": ""650239"", ""bikeType"": 71}]",51.137856,16.994273,Osobowicka - pętla tramwajowa
98,12501915,15099,0,12,"[{""active"": true, ""number"": ""57497"", ""bikeType"": 71}, {""active"": true, ""number"": ""57053"", ""bikeType"": 71}, {""active"": true, ""number"": ""650834"", ""bikeType"": 71}, {""active"": true, ""number"": ""650630"", ""bikeType"": 71}, {""active"": true, ""number"": ""650571"", ""bikeType"": 71}, {""active"": true, ""number"": ""650529"", ""bikeType"": 71}, {""active"": true, ""number"": ""650451"", ""bikeType"": 71}, {""active"": true, ""number"": ""650314"", ""bikeType"": 71}, {""active"": true, ""number"": ""650185"", ""bikeType"": 71}, {""active"": true, ""number"": ""650171"", ""bikeType"": 71}, {""active"": true, ""number"": ""650135"", ""bikeType"": 71}, {""active"": true, ""number"": ""650095"", ""bikeType"": 71}]",51.17592,16.998482,Waniliowa / Cynamonowa
99,12501933,15100,0,5,"[{""active"": true, ""number"": ""57250"", ""bikeType"": 71}, {""active"": true, ""number"": ""650973"", ""bikeType"": 71}, {""active"": true, ""number"": ""650964"", ""bikeType"": 71}, {""active"": true, ""number"": ""650595"", ""bikeType"": 71}, {""active"": true, ""number"": ""650317"", ""bikeType"": 71}]",51.123237,16.924321,Żernicka
100,12914435,15251,0,12,"[{""active"": true, ""number"": ""57964"", ""bikeType"": 71}, {""active"": true, ""number"": ""57667"", ""bikeType"": 71}, {""active"": true, ""number"": ""57579"", ""bikeType"": 71}, {""active"": true, ""number"": ""57494"", ""bikeType"": 71}, {""active"": true, ""number"": ""57479"", ""bikeType"": 71}, {""active"": true, ""number"": ""57340"", ""bikeType"": 71}, {""active"": true, ""number"": ""57221"", ""bikeType"": 71}, {""active"": true, ""number"": ""650957"", ""bikeType"": 71}, {""active"": true, ""number"": ""650879"", ""bikeType"": 71}, {""active"": true, ""number"": ""650547"", ""bikeType"": 71}, {""active"": true, ""number"": ""650413"", ""bikeType"": 71}, {""active"": true, ""number"": ""650365"", ""bikeType"": 71}]",51.12887567,17.04499841,Promenady Wrocławskie
101,12914436,15252,0,7,"[{""active"": true, ""number"": ""57791"", ""bikeType"": 71}, {""active"": true, ""number"": ""57642"", ""bikeType"": 71}, {""active"": true, ""number"": ""650828"", ""bikeType"": 71}, {""active"": true, ""number"": ""650391"", ""bikeType"": 71}, {""active"": true, ""number"": ""650210"", ""bikeType"": 71}, {""active"": true, ""number"": ""650201"", ""bikeType"": 71}, {""active"": true, ""number"": ""650093"", ""bikeType"": 71}]",51.052723,16.968801,Centrum Handlowe Auchan Bielany
102,12914439,15253,0,4,"[{""active"": true, ""number"": ""57841"", ""bikeType"": 71}, {""active"": true, ""number"": ""57486"", ""bikeType"": 71}, {""active"": true, ""number"": ""650793"", ""bikeType"": 71}, {""active"": true, ""number"": ""650593"", ""bikeType"": 71}]",51.048391,16.961699,Aleja Bielany
103,16333977,15101,0,16,"[{""active"": true, ""number"": ""57863"", ""bikeType"": 71}, {""active"": true, ""number"": ""57815"", ""bikeType"": 71}, {""active"": true, ""number"": ""57699"", ""bikeType"": 71}, {""active"": true, ""number"": ""57687"", ""bikeType"": 71}, {""active"": true, ""number"": ""57177"", ""bikeType"": 71}, {""active"": true, ""number"": ""57018"", ""bikeType"": 71}, {""active"": true, ""number"": ""650975"", ""bikeType"": 71}, {""active"": true, ""number"": ""650849"", ""bikeType"": 71}, {""active"": true, ""number"": ""650679"", ""bikeType"": 71}, {""active"": true, ""number"": ""650653"", ""bikeType"": 71}, {""active"": true, ""number"": ""650487"", ""bikeType"": 71}, {""active"": true, ""number"": ""650461"", ""bikeType"": 71}, {""active"": true, ""number"": ""650360"", ""bikeType"": 71}, {""active"": true, ""number"": ""650227"", ""bikeType"": 71}, {""active"": true, ""number"": ""650182"", ""bikeType"": 71}, {""active"": true, ""number"": ""650054"", ""bikeType"": 71}]",51.136786,17.030368,Obornicka / Bałtycka
104,16333997,15102,0,2,"[{""active"": true, ""number"": ""650731"", ""bikeType"": 71}, {""active"": true, ""number"": ""650599"", ""bikeType"": 71}]",51.13833,17.06063,Berenta / Kasprowicza
105,16334300,15103,0,6,"[{""active"": true, ""number"": ""57633"", ""bikeType"": 71}, {""active"": true, ""number"": ""57624"", ""bikeType"": 71}, {""active"": true, ""number"": ""57570"", ""bikeType"": 71}, {""active"": true, ""number"": ""650908"", ""bikeType"": 71}, {""active"": true, ""number"": ""650463"", ""bikeType"": 71}, {""active"": true, ""number"": ""650037"", ""bikeType"": 71}]",51.12843,17.0363,Kraszewskiego / Trzebnicka
106,16334371,15104,0,6,"[{""active"": true, ""number"": ""57740"", ""bikeType"": 71}, {""active"": true, ""number"": ""57482"", ""bikeType"": 71}, {""active"": true, ""number"": ""57256"", ""bikeType"": 71}, {""active"": true, ""number"": ""57242"", ""bikeType"": 71}, {""active"": true, ""number"": ""57075"", ""bikeType"": 71}, {""active"": true, ""number"": ""650616"", ""bikeType"": 71}]",51.06277,17.0321,Grota-Roweckiego / Parafialna
107,16334518,15105,0,10,"[{""active"": true, ""number"": ""57670"", ""bikeType"": 71}, {""active"": true, ""number"": ""57576"", ""bikeType"": 71}, {""active"": true, ""number"": ""57253"", ""bikeType"": 71}, {""active"": true, ""number"": ""57137"", ""bikeType"": 71}, {""active"": true, ""number"": ""57116"", ""bikeType"": 71}, {""active"": true, ""number"": ""57088"", ""bikeType"": 71}, {""active"": true, ""number"": ""57035"", ""bikeType"": 71}, {""active"": true, ""number"": ""650916"", ""bikeType"": 71}, {""active"": true, ""number"": ""650153"", ""bikeType"": 71}, {""active"": true, ""number"": ""650142"", ""bikeType"": 71}]",51.077147,17.046785,Świeradowska / Krynicka
108,16334533,15106,0,10,"[{""active"": true, ""number"": ""57934"", ""bikeType"": 71}, {""active"": true, ""number"": ""57656"", ""bikeType"": 71}, {""active"": true, ""number"": ""57464"", ""bikeType"": 71}, {""active"": true, ""number"": ""57451"", ""bikeType"": 71}, {""active"": true, ""number"": ""57331"", ""bikeType"": 71}, {""active"": true, ""number"": ""57281"", ""bikeType"": 71}, {""active"": true, ""number"": ""57200"", ""bikeType"": 71}, {""active"": true, ""number"": ""650449"", ""bikeType"": 71}, {""active"": true, ""number"": ""650117"", ""bikeType"": 71}, {""active"": true, ""number"": ""651225"", ""bikeType"": 71}]",51.14035,17.08494,Krzywoustego / Korona
109,16334561,15107,0,3,"[{""active"": true, ""number"": ""650810"", ""bikeType"": 71}, {""active"": true, ""number"": ""650320"", ""bikeType"": 71}, {""active"": true, ""number"": ""650111"", ""bikeType"": 71}]",51.11869,16.95336,Rogowska / Zemska
110,16334613,15108,0,12,"[{""active"": true, ""number"": ""57751"", ""bikeType"": 71}, {""active"": true, ""number"": ""57732"", ""bikeType"": 71}, {""active"": true, ""number"": ""57533"", ""bikeType"": 71}, {""active"": true, ""number"": ""57305"", ""bikeType"": 71}, {""active"": true, ""number"": ""57156"", ""bikeType"": 71}, {""active"": true, ""number"": ""650676"", ""bikeType"": 71}, {""active"": true, ""number"": ""650268"", ""bikeType"": 71}, {""active"": true, ""number"": ""650237"", ""bikeType"": 71}, {""active"": true, ""number"": ""650141"", ""bikeType"": 71}, {""active"": true, ""number"": ""650052"", ""bikeType"": 71}, {""active"": true, ""number"": ""650050"", ""bikeType"": 71}, {""active"": true, ""number"": ""651025"", ""bikeType"": 71}]",51.12353,16.95059,Hermanowska / Kołobrzeska
111,16334773,15109,0,6,"[{""active"": true, ""number"": ""57764"", ""bikeType"": 71}, {""active"": true, ""number"": ""57214"", ""bikeType"": 71}, {""active"": true, ""number"": ""650452"", ""bikeType"": 71}, {""active"": true, ""number"": ""650431"", ""bikeType"": 71}, {""active"": true, ""number"": ""650366"", ""bikeType"": 71}, {""active"": true, ""number"": ""650328"", ""bikeType"": 71}]",51.0775,16.96396,Solskiego / al. Piastów
112,16334924,15110,0,1,"[{""active"": true, ""number"": ""57508"", ""bikeType"": 71}]",51.06404,16.97753,Czekoladowa / Wałbrzyska
113,16334990,15111,0,5,"[{""active"": true, ""number"": ""57895"", ""bikeType"": 71}, {""active"": true, ""number"": ""57843"", ""bikeType"": 71}, {""active"": true, ""number"": ""57304"", ""bikeType"": 71}, {""active"": true, ""number"": ""57247"", ""bikeType"": 71}, {""active"": true, ""number"": ""650864"", ""bikeType"": 71}]",51.08015,17.06228,Tarnogajska / Klimasa
114,16335034,15112,0,13,"[{""active"": true, ""number"": ""57944"", ""bikeType"": 71}, {""active"": true, ""number"": ""57873"", ""bikeType"": 71}, {""active"": true, ""number"": ""57688"", ""bikeType"": 71}, {""active"": true, ""number"": ""57481"", ""bikeType"": 71}, {""active"": true, ""number"": ""57222"", ""bikeType"": 71}, {""active"": true, ""number"": ""57162"", ""bikeType"": 71}, {""active"": true, ""number"": ""57123"", ""bikeType"": 71}, {""active"": true, ""number"": ""650924"", ""bikeType"": 71}, {""active"": true, ""number"": ""650923"", ""bikeType"": 71}, {""active"": true, ""number"": ""650712"", ""bikeType"": 71}, {""active"": true, ""number"": ""650515"", ""bikeType"": 71}, {""active"": true, ""number"": ""650440"", ""bikeType"": 71}, {""active"": true, ""number"": ""650173"", ""bikeType"": 71}]",51.07748,17.08405,Opolska / pętla tramwajowa
115,16335065,15113,0,12,"[{""active"": true, ""number"": ""57678"", ""bikeType"": 71}, {""active"": true, ""number"": ""57641"", ""bikeType"": 71}, {""active"": true, ""number"": ""57525"", ""bikeType"": 71}, {""active"": true, ""number"": ""57276"", ""bikeType"": 71}, {""active"": true, ""number"": ""57212"", ""bikeType"": 71}, {""active"": true, ""number"": ""57136"", ""bikeType"": 71}, {""active"": true, ""number"": ""57084"", ""bikeType"": 71}, {""active"": true, ""number"": ""650554"", ""bikeType"": 71}, {""active"": true, ""number"": ""650540"", ""bikeType"": 71}, {""active"": true, ""number"": ""650417"", ""bikeType"": 71}, {""active"": true, ""number"": ""650287"", ""bikeType"": 71}, {""active"": true, ""number"": ""650146"", ""bikeType"": 71}]",51.10702,16.94971,Graniczna / Strzegomska
116,16335081,15114,0,10,"[{""active"": true, ""number"": ""57790"", ""bikeType"": 71}, {""active"": true, ""number"": ""57568"", ""bikeType"": 71}, {""active"": true, ""number"": ""650843"", ""bikeType"": 71}, {""active"": true, ""number"": ""650784"", ""bikeType"": 71}, {""active"": true, ""number"": ""650748"", ""bikeType"": 71}, {""active"": true, ""number"": ""650564"", ""bikeType"": 71}, {""active"": true, ""number"": ""650464"", ""bikeType"": 71}, {""active"": true, ""number"": ""650184"", ""bikeType"": 71}, {""active"": true, ""number"": ""650040"", ""bikeType"": 71}, {""active"": true, ""number"": ""650011"", ""bikeType"": 71}]",51.15013,17.02903,Żmigrodzka / Marino
117,16335150,15115,0,16,"[{""active"": true, ""number"": ""57911"", ""bikeType"": 71}, {""active"": true, ""number"": ""57766"", ""bikeType"": 71}, {""active"": true, ""number"": ""57645"", ""bikeType"": 71}, {""active"": true, ""number"": ""57507"", ""bikeType"": 71}, {""active"": true, ""number"": ""57460"", ""bikeType"": 71}, {""active"": true, ""number"": ""57432"", ""bikeType"": 71}, {""active"": true, ""number"": ""57416"", ""bikeType"": 71}, {""active"": true, ""number"": ""57381"", ""bikeType"": 71}, {""active"": true, ""number"": ""57338"", ""bikeType"": 71}, {""active"": true, ""number"": ""57132"", ""bikeType"": 71}, {""active"": true, ""number"": ""650603"", ""bikeType"": 71}, {""active"": true, ""number"": ""650309"", ""bikeType"": 71}, {""active"": true, ""number"": ""650302"", ""bikeType"": 71}, {""active"": true, ""number"": ""650157"", ""bikeType"": 71}, {""active"": true, ""number"": ""650127"", ""bikeType"": 71}, {""active"": true, ""number"": ""651006"", ""bikeType"": 71}]",51.05725,17.02247,Strachowskiego / Parafialna
118,16335230,15116,0,8,"[{""active"": true, ""number"": ""57962"", ""bikeType"": 71}, {""active"": true, ""number"": ""57755"", ""bikeType"": 71}, {""active"": true, ""number"": ""57370"", ""bikeType"": 71}, {""active"": true, ""number"": ""57336"", ""bikeType"": 71}, {""active"": true, ""number"": ""57219"", ""bikeType"": 71}, {""active"": true, ""number"": ""57056"", ""bikeType"": 71}, {""active"": true, ""number"": ""57017"", ""bikeType"": 71}, {""active"": true, ""number"": ""650348"", ""bikeType"": 71}]",51.0586,17.01411,Zwycięska / Agrestowa
119,16335249,15117,0,6,"[{""active"": true, ""number"": ""57696"", ""bikeType"": 71}, {""active"": true, ""number"": ""57609"", ""bikeType"": 71}, {""active"": true, ""number"": ""57045"", ""bikeType"": 71}, {""active"": true, ""number"": ""650382"", ""bikeType"": 71}, {""active"": true, ""number"": ""650224"", ""bikeType"": 71}, {""active"": true, ""number"": ""650004"", ""bikeType"": 71}]",51.061634,16.996738,al. Karkonoska / Jeździecka
120,16335549,15118,0,3,"[{""active"": true, ""number"": ""650671"", ""bikeType"": 71}, {""active"": true, ""number"": ""650668"", ""bikeType"": 71}, {""active"": true, ""number"": ""650064"", ""bikeType"": 71}]",51.07708,17.01824,Ślężna / Skierniewicka
121,16335560,15119,0,9,"[{""active"": true, ""number"": ""57875"", ""bikeType"": 71}, {""active"": true, ""number"": ""57217"", ""bikeType"": 71}, {""active"": true, ""number"": ""57190"", ""bikeType"": 71}, {""active"": true, ""number"": ""57121"", ""bikeType"": 71}, {""active"": true, ""number"": ""650727"", ""bikeType"": 71}, {""active"": true, ""number"": ""650666"", ""bikeType"": 71}, {""active"": true, ""number"": ""650191"", ""bikeType"": 71}, {""active"": true, ""number"": ""650188"", ""bikeType"": 71}, {""active"": true, ""number"": ""651005"", ""bikeType"": 71}]",51.11059,16.95514,Strzegomska / Rogowska 
122,16335673,15120,0,2,"[{""active"": true, ""number"": ""57797"", ""bikeType"": 71}, {""active"": true, ""number"": ""650219"", ""bikeType"": 71}]",51.08149,17.07693,Karwińska / Opolska
123,16335708,15121,0,6,"[{""active"": true, ""number"": ""57864"", ""bikeType"": 71}, {""active"": true, ""number"": ""57848"", ""bikeType"": 71}, {""active"": true, ""number"": ""57314"", ""bikeType"": 71}, {""active"": true, ""number"": ""57086"", ""bikeType"": 71}, {""active"": true, ""number"": ""650655"", ""bikeType"": 71}, {""active"": true, ""number"": ""650349"", ""bikeType"": 71}]",51.12695,17.02804,Reymonta / Kleczkowska
124,16335721,15122,0,12,"[{""active"": true, ""number"": ""57970"", ""bikeType"": 71}, {""active"": true, ""number"": ""57700"", ""bikeType"": 71}, {""active"": true, ""number"": ""57580"", ""bikeType"": 71}, {""active"": true, ""number"": ""57291"", ""bikeType"": 71}, {""active"": true, ""number"": ""57128"", ""bikeType"": 71}, {""active"": true, ""number"": ""650695"", ""bikeType"": 71}, {""active"": true, ""number"": ""650691"", ""bikeType"": 71}, {""active"": true, ""number"": ""650607"", ""bikeType"": 71}, {""active"": true, ""number"": ""650584"", ""bikeType"": 71}, {""active"": true, ""number"": ""650028"", ""bikeType"": 71}, {""active"": true, ""number"": ""650025"", ""bikeType"": 71}, {""active"": true, ""number"": ""651216"", ""bikeType"": 71}]",51.118899,17.013477,Młodych Techników
125,16335848,15123,0,6,"[{""active"": true, ""number"": ""57961"", ""bikeType"": 71}, {""active"": true, ""number"": ""57366"", ""bikeType"": 71}, {""active"": true, ""number"": ""57142"", ""bikeType"": 71}, {""active"": true, ""number"": ""650944"", ""bikeType"": 71}, {""active"": true, ""number"": ""650192"", ""bikeType"": 71}, {""active"": true, ""number"": ""650183"", ""bikeType"": 71}]",51.12599,16.99725,Popowicka / Niedźwiedzia 
126,16335861,15124,0,4,"[{""active"": true, ""number"": ""57555"", ""bikeType"": 71}, {""active"": true, ""number"": ""57326"", ""bikeType"": 71}, {""active"": true, ""number"": ""57263"", ""bikeType"": 71}, {""active"": true, ""number"": ""57096"", ""bikeType"": 71}]",51.13258,16.95697,Lotnicza / Metalowców
127,16335991,15125,0,6,"[{""active"": true, ""number"": ""57725"", ""bikeType"": 71}, {""active"": true, ""number"": ""57328"", ""bikeType"": 71}, {""active"": true, ""number"": ""57194"", ""bikeType"": 71}, {""active"": true, ""number"": ""650927"", ""bikeType"": 71}, {""active"": true, ""number"": ""650713"", ""bikeType"": 71}, {""active"": true, ""number"": ""650074"", ""bikeType"": 71}]",51.09431,17.01479,Zaporoska / Wielka / Krucza
128,16336016,15126,0,7,"[{""active"": true, ""number"": ""57845"", ""bikeType"": 71}, {""active"": true, ""number"": ""57517"", ""bikeType"": 71}, {""active"": true, ""number"": ""57297"", ""bikeType"": 71}, {""active"": true, ""number"": ""57060"", ""bikeType"": 71}, {""active"": true, ""number"": ""650402"", ""bikeType"": 71}, {""active"": true, ""number"": ""650298"", ""bikeType"": 71}, {""active"": true, ""number"": ""651004"", ""bikeType"": 71}]",51.15755,16.92781,Maślicka / Stodolna
129,16336454,15127,0,11,"[{""active"": true, ""number"": ""57618"", ""bikeType"": 71}, {""active"": true, ""number"": ""57546"", ""bikeType"": 71}, {""active"": true, ""number"": ""57457"", ""bikeType"": 71}, {""active"": true, ""number"": ""57300"", ""bikeType"": 71}, {""active"": true, ""number"": ""57231"", ""bikeType"": 71}, {""active"": true, ""number"": ""650903"", ""bikeType"": 71}, {""active"": true, ""number"": ""650874"", ""bikeType"": 71}, {""active"": true, ""number"": ""650808"", ""bikeType"": 71}, {""active"": true, ""number"": ""650562"", ""bikeType"": 71}, {""active"": true, ""number"": ""650207"", ""bikeType"": 71}, {""active"": true, ""number"": ""650107"", ""bikeType"": 71}]",51.12658,16.95499,Bystrzycka / Idzikowskiego
130,16336520,15128,0,5,"[{""active"": true, ""number"": ""57818"", ""bikeType"": 71}, {""active"": true, ""number"": ""57742"", ""bikeType"": 71}, {""active"": true, ""number"": ""57666"", ""bikeType"": 71}, {""active"": true, ""number"": ""57262"", ""bikeType"": 71}, {""active"": true, ""number"": ""57003"", ""bikeType"": 71}]",51.12021,17.07779,al. Kochanowskiego / Śniadeckich 
131,16336553,15129,0,5,"[{""active"": true, ""number"": ""57496"", ""bikeType"": 71}, {""active"": true, ""number"": ""57117"", ""bikeType"": 71}, {""active"": true, ""number"": ""650714"", ""bikeType"": 71}, {""active"": true, ""number"": ""650530"", ""bikeType"": 71}, {""active"": true, ""number"": ""650520"", ""bikeType"": 71}]",51.13198,17.07945,al. Brücknera / Kwidzyńska
132,16336577,15130,0,10,"[{""active"": true, ""number"": ""57950"", ""bikeType"": 71}, {""active"": true, ""number"": ""57741"", ""bikeType"": 71}, {""active"": true, ""number"": ""57695"", ""bikeType"": 71}, {""active"": true, ""number"": ""57308"", ""bikeType"": 71}, {""active"": true, ""number"": ""57225"", ""bikeType"": 71}, {""active"": true, ""number"": ""650850"", ""bikeType"": 71}, {""active"": true, ""number"": ""650739"", ""bikeType"": 71}, {""active"": true, ""number"": ""650615"", ""bikeType"": 71}, {""active"": true, ""number"": ""650403"", ""bikeType"": 71}, {""active"": true, ""number"": ""651229"", ""bikeType"": 71}]",51.13252,16.97377,Kozanowska / Pilczycka
