,date,time,timestamp,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2015-11-01,0.0,1446332400.0,0.0,464,1047,7,5,7,14,113,0.0,72,10,1036,2
1,2015-11-01,60.0,1446336000.0,0.0,464,1047,7,5,7,13,113,0.0,74,10,1036,2
2,2015-11-01,120.0,1446339600.0,0.0,464,1047,7,5,7,12,113,0.0,76,10,1035,2
3,2015-11-01,180.0,1446343200.0,0.0,464,1047,6,5,7,10,113,0.0,78,10,1035,3
4,2015-11-01,240.0,1446346800.0,0.0,464,1047,6,5,7,10,113,0.0,80,10,1035,3
5,2015-11-01,300.0,1446350400.0,0.0,464,1047,6,5,7,10,113,0.0,82,10,1036,2
6,2015-11-01,360.0,1446354000.0,0.0,464,1047,6,4,7,10,113,0.0,84,10,1036,2
7,2015-11-01,420.0,1446357600.0,0.0,464,1047,8,6,8,12,113,0.0,71,10,1035,4
8,2015-11-01,480.0,1446361200.0,0.0,464,1047,10,8,10,15,113,0.0,58,10,1035,6
9,2015-11-01,540.0,1446364800.0,0.0,464,1047,12,10,12,17,113,0.0,45,10,1035,8
10,2015-11-01,600.0,1446368400.0,0.0,464,1047,13,12,13,15,113,0.0,43,10,1035,8
11,2015-11-01,660.0,1446372000.0,0.0,464,1047,15,14,15,13,113,0.0,40,10,1035,7
12,2015-11-01,720.0,1446375600.0,0.0,464,1047,16,16,16,12,113,0.0,38,10,1034,6
13,2015-11-01,780.0,1446379200.0,0.0,464,1047,15,14,15,13,113,0.0,39,10,1034,10
14,2015-11-01,840.0,1446382800.0,0.0,464,1047,13,12,13,14,113,0.0,40,10,1033,14
15,2015-11-01,900.0,1446386400.0,0.0,464,1047,12,10,12,16,113,0.0,41,10,1033,18
16,2015-11-01,960.0,1446390000.0,0.0,464,1047,10,9,11,13,113,0.0,44,10,1033,29
17,2015-11-01,1020.0,1446393600.0,0.0,464,1047,9,8,9,9,116,0.0,48,10,1033,40
18,2015-11-01,1080.0,1446397200.0,0.0,464,1047,7,7,8,6,116,0.0,52,10,1034,51
19,2015-11-01,1140.0,1446400800.0,0.0,464,1047,7,6,8,8,116,0.0,51,10,1034,36
20,2015-11-01,1200.0,1446404400.0,0.0,464,1047,7,6,7,10,113,0.0,50,10,1033,21
21,2015-11-01,1260.0,1446408000.0,0.0,464,1047,7,5,7,12,113,0.0,49,10,1033,6
22,2015-11-01,1320.0,1446411600.0,0.0,464,1047,7,5,7,11,113,0.0,51,10,1033,5
23,2015-11-01,1380.0,1446415200.0,0.0,464,1047,6,5,7,10,113,0.0,52,10,1033,4
24,2015-11-02,0.0,1446418800.0,0.0,466,1045,6,5,7,9,113,0.0,53,10,1033,3
25,2015-11-02,60.0,1446422400.0,0.0,466,1045,5,5,7,8,113,0.0,54,10,1033,2
26,2015-11-02,120.0,1446426000.0,0.0,466,1045,5,6,7,8,113,0.0,55,10,1033,1
27,2015-11-02,180.0,1446429600.0,0.0,466,1045,4,6,7,7,113,0.0,56,10,1033,0
28,2015-11-02,240.0,1446433200.0,0.0,466,1045,4,6,7,7,113,0.0,56,10,1033,0
29,2015-11-02,300.0,1446436800.0,0.0,466,1045,4,5,7,7,113,0.0,56,10,1033,0
30,2015-11-02,360.0,1446440400.0,0.0,466,1045,4,5,6,8,113,0.0,56,10,1033,0
31,2015-11-02,420.0,1446444000.0,0.0,466,1045,6,7,8,7,113,0.0,51,10,1032,0
32,2015-11-02,480.0,1446447600.0,0.0,466,1045,8,9,10,7,113,0.0,47,10,1032,0
33,2015-11-02,540.0,1446451200.0,0.0,466,1045,10,11,12,7,113,0.0,43,10,1031,0
34,2015-11-02,600.0,1446454800.0,0.0,466,1045,11,14,14,6,113,0.0,38,10,1031,0
35,2015-11-02,660.0,1446458400.0,0.0,466,1045,13,16,16,6,113,0.0,34,10,1031,0
36,2015-11-02,720.0,1446462000.0,0.0,466,1045,15,18,18,6,113,0.0,29,10,1030,0
37,2015-11-02,780.0,1446465600.0,0.0,466,1045,14,16,16,6,113,0.0,34,10,1030,0
38,2015-11-02,840.0,1446469200.0,0.0,466,1045,12,14,14,7,113,0.0,39,10,1030,0
39,2015-11-02,900.0,1446472800.0,0.0,466,1045,10,12,12,8,113,0.0,44,10,1029,0
40,2015-11-02,960.0,1446476400.0,0.0,466,1045,9,10,11,7,113,0.0,46,10,1030,0
41,2015-11-02,1020.0,1446480000.0,0.0,466,1045,8,9,10,7,113,0.0,47,10,1030,0
42,2015-11-02,1080.0,1446483600.0,0.0,466,1045,6,7,8,7,113,0.0,48,10,1030,0
43,2015-11-02,1140.0,1446487200.0,0.0,466,1045,6,7,8,7,113,0.0,47,10,1030,0
44,2015-11-02,1200.0,1446490800.0,0.0,466,1045,6,6,7,7,113,0.0,47,10,1029,0
45,2015-11-02,1260.0,1446494400.0,0.0,466,1045,5,5,7,8,113,0.0,46,10,1029,0
46,2015-11-02,1320.0,1446498000.0,0.0,466,1045,5,5,7,7,113,0.0,47,10,1029,0
47,2015-11-02,1380.0,1446501600.0,0.0,466,1045,4,5,6,6,113,0.0,47,10,1029,0
48,2015-11-03,0.0,1446505200.0,0.0,467,1043,4,5,6,5,113,0.0,48,10,1028,0
49,2015-11-03,60.0,1446508800.0,0.0,467,1043,4,5,6,6,113,0.0,47,10,1028,0
50,2015-11-03,120.0,1446512400.0,0.0,467,1043,4,5,6,7,113,0.0,47,10,1027,0
51,2015-11-03,180.0,1446516000.0,0.0,467,1043,4,5,7,7,113,0.0,46,10,1027,0
52,2015-11-03,240.0,1446519600.0,0.0,467,1043,3,4,6,7,113,0.0,45,10,1027,2
53,2015-11-03,300.0,1446523200.0,0.0,467,1043,3,3,5,6,113,0.0,44,10,1027,3
54,2015-11-03,360.0,1446526800.0,0.0,467,1043,3,3,4,6,113,0.0,43,10,1027,5
55,2015-11-03,420.0,1446530400.0,0.0,467,1043,5,5,6,6,113,0.0,40,10,1026,8
56,2015-11-03,480.0,1446534000.0,0.0,467,1043,7,7,8,6,113,0.0,36,10,1026,11
57,2015-11-03,540.0,1446537600.0,0.0,467,1043,10,10,10,7,113,0.0,32,10,1025,14
58,2015-11-03,600.0,1446541200.0,0.0,467,1043,11,11,12,8,113,0.0,31,10,1025,21
59,2015-11-03,660.0,1446544800.0,0.0,467,1043,13,13,13,9,116,0.0,30,10,1024,27
60,2015-11-03,720.0,1446548400.0,0.0,467,1043,14,14,15,10,116,0.0,29,10,1023,34
61,2015-11-03,780.0,1446552000.0,0.0,467,1043,13,13,13,9,116,0.0,34,10,1023,24
62,2015-11-03,840.0,1446555600.0,0.0,467,1043,11,11,12,8,113,0.0,39,10,1023,15
63,2015-11-03,900.0,1446559200.0,0.0,467,1043,9,10,10,7,113,0.0,45,10,1022,5
64,2015-11-03,960.0,1446562800.0,0.0,467,1043,8,9,9,7,113,0.0,47,10,1022,3
65,2015-11-03,1020.0,1446566400.0,0.0,467,1043,7,8,9,7,113,0.0,50,10,1022,2
66,2015-11-03,1080.0,1446570000.0,0.0,467,1043,6,7,8,6,113,0.0,52,10,1022,0
67,2015-11-03,1140.0,1446573600.0,0.0,467,1043,5,6,7,7,113,0.0,54,10,1022,0
68,2015-11-03,1200.0,1446577200.0,0.0,467,1043,5,5,7,8,113,0.0,56,10,1022,0
69,2015-11-03,1260.0,1446580800.0,0.0,467,1043,5,4,6,9,113,0.0,58,10,1022,0
70,2015-11-03,1320.0,1446584400.0,0.0,467,1043,4,4,6,8,113,0.0,60,10,1022,0
71,2015-11-03,1380.0,1446588000.0,0.0,467,1043,4,4,6,7,113,0.0,61,10,1022,0
72,2015-11-04,0.0,1446591600.0,0.0,469,1042,4,4,6,7,113,0.0,63,10,1022,0
