,date,time,timestamp,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2019-06-01,0.0,1559340000.0,0.0,283,1257,15,15,15,7,116,0.0,94,5,1023,33
1,2019-06-01,60.0,1559343600.0,0.0,283,1257,15,15,15,7,116,0.0,94,4,1023,29
2,2019-06-01,120.0,1559347200.0,0.0,283,1257,14,14,14,6,143,0.0,94,3,1023,25
3,2019-06-01,180.0,1559350800.0,0.0,283,1257,14,14,14,6,143,0.0,95,2,1023,21
4,2019-06-01,240.0,1559354400.0,0.0,283,1257,15,15,15,6,143,0.0,93,4,1023,21
5,2019-06-01,300.0,1559358000.0,0.0,283,1257,16,16,16,6,143,0.0,90,6,1023,22
6,2019-06-01,360.0,1559361600.0,0.0,283,1257,17,17,17,6,143,0.0,88,7,1023,22
7,2019-06-01,420.0,1559365200.0,0.0,283,1257,18,18,19,6,143,0.0,83,8,1023,35
8,2019-06-01,480.0,1559368800.0,0.0,283,1257,19,19,21,5,116,0.2,79,9,1023,47
9,2019-06-01,540.0,1559372400.0,0.0,283,1257,21,21,23,5,116,0.2,74,9,1023,60
10,2019-06-01,600.0,1559376000.0,0.0,283,1257,22,22,23,6,116,0.1,70,9,1022,66
11,2019-06-01,660.0,1559379600.0,0.0,283,1257,23,24,24,6,176,0.4,66,9,1022,72
12,2019-06-01,720.0,1559383200.0,0.0,283,1257,24,25,25,7,176,0.5,61,9,1022,78
13,2019-06-01,780.0,1559386800.0,0.0,283,1257,24,25,25,8,176,0.2,60,9,1021,73
14,2019-06-01,840.0,1559390400.0,0.0,283,1257,24,26,26,8,176,0.1,59,9,1021,68
15,2019-06-01,900.0,1559394000.0,0.0,283,1257,25,26,26,9,176,0.2,58,10,1021,63
16,2019-06-01,960.0,1559397600.0,0.0,283,1257,24,26,26,7,176,0.1,60,10,1020,53
17,2019-06-01,1020.0,1559401200.0,0.0,283,1257,24,25,25,6,116,0.0,63,10,1020,43
18,2019-06-01,1080.0,1559404800.0,0.0,283,1257,23,25,25,5,116,0.0,66,10,1020,32
19,2019-06-01,1140.0,1559408400.0,0.0,283,1257,22,22,23,5,116,0.0,70,10,1020,30
20,2019-06-01,1200.0,1559412000.0,0.0,283,1257,21,21,22,5,116,0.0,73,10,1020,29
21,2019-06-01,1260.0,1559415600.0,0.0,283,1257,19,19,20,5,116,0.0,76,10,1020,27
22,2019-06-01,1320.0,1559419200.0,0.0,283,1257,18,18,19,5,116,0.0,78,10,1020,31
23,2019-06-01,1380.0,1559422800.0,0.0,283,1257,18,18,18,6,116,0.0,81,10,1021,35
24,2019-06-02,0.0,1559426400.0,0.0,282,1258,17,17,17,6,116,0.0,83,10,1021,39
25,2019-06-02,60.0,1559430000.0,0.0,282,1258,17,17,17,7,116,0.0,83,10,1020,38
26,2019-06-02,120.0,1559433600.0,0.0,282,1258,16,16,16,7,116,0.0,83,10,1020,38
27,2019-06-02,180.0,1559437200.0,0.0,282,1258,16,16,16,7,116,0.0,83,10,1020,37
28,2019-06-02,240.0,1559440800.0,0.0,282,1258,17,17,17,7,116,0.0,81,10,1020,32
29,2019-06-02,300.0,1559444400.0,0.0,282,1258,18,18,18,8,116,0.0,80,10,1020,26
30,2019-06-02,360.0,1559448000.0,0.0,282,1258,19,19,19,8,116,0.0,78,10,1020,20
31,2019-06-02,420.0,1559451600.0,0.0,282,1258,21,21,21,8,116,0.0,75,9,1020,31
32,2019-06-02,480.0,1559455200.0,0.0,282,1258,22,22,22,7,116,0.7,71,9,1019,42
33,2019-06-02,540.0,1559458800.0,0.0,282,1258,23,24,24,7,116,1.0,68,8,1019,53
34,2019-06-02,600.0,1559462400.0,0.0,282,1258,24,25,25,7,116,0.5,64,8,1019,62
35,2019-06-02,660.0,1559466000.0,0.0,282,1258,25,26,26,7,356,1.1,60,7,1019,72
36,2019-06-02,720.0,1559469600.0,0.0,282,1258,26,27,27,7,356,1.4,56,7,1019,81
37,2019-06-02,780.0,1559473200.0,0.0,282,1258,26,27,27,7,356,0.7,55,8,1018,69
38,2019-06-02,840.0,1559476800.0,0.0,282,1258,26,27,27,7,356,0.3,54,8,1018,57
39,2019-06-02,900.0,1559480400.0,0.0,282,1258,27,27,27,7,356,0.4,53,9,1018,44
40,2019-06-02,960.0,1559484000.0,0.0,282,1258,26,27,27,7,356,0.2,56,9,1018,36
41,2019-06-02,1020.0,1559487600.0,0.0,282,1258,25,26,26,7,116,0.0,60,10,1018,27
42,2019-06-02,1080.0,1559491200.0,0.0,282,1258,25,26,26,7,116,0.0,64,10,1018,18
43,2019-06-02,1140.0,1559494800.0,0.0,282,1258,23,24,24,7,116,0.0,68,10,1018,30
44,2019-06-02,1200.0,1559498400.0,0.0,282,1258,22,22,23,8,116,0.1,73,10,1018,42
45,2019-06-02,1260.0,1559502000.0,0.0,282,1258,20,20,21,8,116,0.1,77,9,1018,54
46,2019-06-02,1320.0,1559505600.0,0.0,282,1258,19,19,20,8,116,0.0,80,9,1018,62
47,2019-06-02,1380.0,1559509200.0,0.0,282,1258,19,19,19,8,176,0.1,82,10,1019,69
48,2019-06-03,0.0,1559512800.0,0.0,281,1259,18,18,18,8,176,0.1,85,10,1019,77
49,2019-06-03,60.0,1559516400.0,0.0,281,1259,17,17,17,8,176,0.1,85,10,1019,61
50,2019-06-03,120.0,1559520000.0,0.0,281,1259,17,17,17,8,176,0.0,86,10,1018,45
51,2019-06-03,180.0,1559523600.0,0.0,281,1259,17,17,17,8,176,0.0,86,10,1018,29
52,2019-06-03,240.0,1559527200.0,0.0,281,1259,18,18,18,9,176,0.0,84,10,1018,20
53,2019-06-03,300.0,1559530800.0,0.0,281,1259,19,19,19,9,116,0.0,82,10,1018,12
54,2019-06-03,360.0,1559534400.0,0.0,281,1259,19,19,19,10,116,0.0,81,10,1018,3
55,2019-06-03,420.0,1559538000.0,0.0,281,1259,21,21,21,11,116,0.0,76,10,1018,3
56,2019-06-03,480.0,1559541600.0,0.0,281,1259,22,23,23,12,116,0.0,71,10,1018,3
57,2019-06-03,540.0,1559545200.0,0.0,281,1259,24,25,25,13,116,0.0,67,10,1018,3
58,2019-06-03,600.0,1559548800.0,0.0,281,1259,25,26,26,13,116,0.0,63,10,1017,3
59,2019-06-03,660.0,1559552400.0,0.0,281,1259,26,27,27,14,116,0.0,59,10,1017,3
60,2019-06-03,720.0,1559556000.0,0.0,281,1259,27,27,27,14,116,0.0,55,10,1017,2
61,2019-06-03,780.0,1559559600.0,0.0,281,1259,27,28,28,14,116,0.0,53,10,1017,3
62,2019-06-03,840.0,1559563200.0,0.0,281,1259,27,28,28,13,116,0.0,52,10,1016,3
63,2019-06-03,900.0,1559566800.0,0.0,281,1259,28,28,28,12,116,0.0,51,10,1016,3
64,2019-06-03,960.0,1559570400.0,0.0,281,1259,27,28,28,11,116,0.0,54,10,1016,5
65,2019-06-03,1020.0,1559574000.0,0.0,281,1259,26,27,27,10,116,0.0,57,10,1015,7
66,2019-06-03,1080.0,1559577600.0,0.0,281,1259,25,27,27,9,116,0.0,61,10,1015,8
67,2019-06-03,1140.0,1559581200.0,0.0,281,1259,24,25,25,9,116,0.0,65,10,1015,13
68,2019-06-03,1200.0,1559584800.0,0.0,281,1259,22,23,23,10,116,0.0,68,10,1015,18
69,2019-06-03,1260.0,1559588400.0,0.0,281,1259,21,21,21,10,116,0.0,72,10,1015,23
70,2019-06-03,1320.0,1559592000.0,0.0,281,1259,20,20,20,10,116,0.0,74,10,1015,20
