,date,time,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2015-12-01,0.0,0.0,513,1008,6,3,6,13,122,0.0,88,10,1006,100
1,2015-12-01,60.0,0.0,513,1008,7,4,7,18,122,0.0,89,10,1006,100
2,2015-12-01,120.0,0.0,513,1008,8,4,8,23,122,0.0,89,10,1006,100
3,2015-12-01,180.0,0.0,513,1008,9,5,9,28,122,0.0,90,10,1006,100
4,2015-12-01,240.0,0.0,513,1008,8,4,8,27,122,0.0,88,10,1008,100
5,2015-12-01,300.0,0.0,513,1008,7,4,7,26,122,0.0,87,10,1010,100
6,2015-12-01,360.0,0.0,513,1008,7,3,7,24,122,0.0,86,10,1012,100
7,2015-12-01,420.0,0.0,513,1008,6,2,6,26,122,0.0,83,10,1013,91
8,2015-12-01,480.0,0.0,513,1008,6,2,6,27,119,0.0,81,10,1015,81
9,2015-12-01,540.0,0.0,513,1008,6,1,6,28,119,0.0,79,10,1016,72
10,2015-12-01,600.0,0.0,513,1008,6,2,6,26,119,0.0,78,10,1017,77
11,2015-12-01,660.0,0.0,513,1008,6,2,6,25,119,0.0,77,10,1018,82
12,2015-12-01,720.0,0.0,513,1008,7,3,7,23,119,0.0,76,10,1019,87
13,2015-12-01,780.0,0.0,513,1008,6,3,6,23,119,0.0,76,10,1019,80
14,2015-12-01,840.0,0.0,513,1008,6,2,6,22,119,0.0,77,10,1020,73
15,2015-12-01,900.0,0.0,513,1008,6,2,6,21,119,0.0,78,10,1020,66
16,2015-12-01,960.0,0.0,513,1008,5,2,5,19,119,0.0,81,10,1021,61
17,2015-12-01,1020.0,0.0,513,1008,5,1,5,18,116,0.0,83,10,1022,56
18,2015-12-01,1080.0,0.0,513,1008,4,1,4,16,116,0.0,85,10,1022,52
19,2015-12-01,1140.0,0.0,513,1008,4,0,4,17,116,0.0,86,10,1023,58
20,2015-12-01,1200.0,0.0,513,1008,4,0,4,17,119,0.0,87,10,1023,65
21,2015-12-01,1260.0,0.0,513,1008,4,-0,4,17,119,0.0,88,10,1024,72
22,2015-12-01,1320.0,0.0,513,1008,3,-0,3,15,119,0.0,89,10,1024,69
23,2015-12-01,1380.0,0.0,513,1008,3,-0,3,13,119,0.0,90,10,1025,66
24,2015-12-02,0.0,0.0,514,1008,3,-0,3,12,119,0.0,91,10,1025,64
25,2015-12-02,60.0,0.0,514,1008,3,0,3,11,119,0.0,90,7,1025,76
26,2015-12-02,120.0,0.0,514,1008,3,1,4,10,266,0.1,89,5,1025,88
27,2015-12-02,180.0,0.0,514,1008,4,2,4,9,266,0.1,87,2,1024,100
28,2015-12-02,240.0,0.0,514,1008,4,2,4,9,266,0.1,89,5,1024,100
29,2015-12-02,300.0,0.0,514,1008,4,2,4,8,122,0.0,90,7,1024,100
30,2015-12-02,360.0,0.0,514,1008,4,2,4,8,122,0.0,91,10,1024,100
31,2015-12-02,420.0,0.0,514,1008,5,3,5,9,122,0.0,92,10,1024,100
32,2015-12-02,480.0,0.0,514,1008,5,3,5,9,296,0.7,94,9,1024,100
33,2015-12-02,540.0,0.0,514,1008,6,4,6,10,296,1.0,96,9,1024,100
34,2015-12-02,600.0,0.0,514,1008,7,5,7,14,296,0.5,95,9,1024,100
35,2015-12-02,660.0,0.0,514,1008,8,6,8,17,122,0.0,94,10,1025,100
36,2015-12-02,720.0,0.0,514,1008,9,7,9,21,122,0.0,94,10,1025,100
37,2015-12-02,780.0,0.0,514,1008,9,7,9,20,122,0.0,94,10,1026,98
38,2015-12-02,840.0,0.0,514,1008,9,6,9,19,122,0.0,93,10,1026,96
39,2015-12-02,900.0,0.0,514,1008,9,6,9,18,122,0.0,93,10,1026,94
40,2015-12-02,960.0,0.0,514,1008,8,6,8,16,122,0.0,94,10,1026,78
41,2015-12-02,1020.0,0.0,514,1008,8,5,8,15,116,0.0,94,10,1027,62
42,2015-12-02,1080.0,0.0,514,1008,7,5,7,13,116,0.0,95,10,1027,46
43,2015-12-02,1140.0,0.0,514,1008,7,4,7,12,116,0.0,95,7,1028,36
44,2015-12-02,1200.0,0.0,514,1008,6,4,6,12,143,0.0,95,5,1028,27
45,2015-12-02,1260.0,0.0,514,1008,6,4,6,12,143,0.0,94,2,1028,18
46,2015-12-02,1320.0,0.0,514,1008,6,3,6,12,143,0.0,93,5,1028,34
47,2015-12-02,1380.0,0.0,514,1008,6,3,6,12,119,0.0,92,7,1029,51
48,2015-12-03,0.0,0.0,515,1007,6,3,6,12,119,0.0,91,10,1029,67
49,2015-12-03,60.0,0.0,515,1007,6,3,6,12,119,0.0,89,10,1029,73
50,2015-12-03,120.0,0.0,515,1007,6,3,6,12,119,0.0,87,10,1029,79
51,2015-12-03,180.0,0.0,515,1007,6,3,6,12,119,0.0,85,10,1029,85
52,2015-12-03,240.0,0.0,515,1007,6,4,6,12,119,0.0,86,10,1029,90
53,2015-12-03,300.0,0.0,515,1007,6,4,6,11,122,0.0,87,10,1029,95
54,2015-12-03,360.0,0.0,515,1007,6,4,7,11,122,0.0,87,10,1029,100
55,2015-12-03,420.0,0.0,515,1007,7,5,7,11,122,0.0,86,10,1030,91
56,2015-12-03,480.0,0.0,515,1007,7,5,7,10,119,0.0,84,10,1030,82
57,2015-12-03,540.0,0.0,515,1007,7,6,7,10,119,0.0,82,10,1030,73
58,2015-12-03,600.0,0.0,515,1007,8,6,8,9,119,0.0,81,10,1030,72
59,2015-12-03,660.0,0.0,515,1007,8,7,8,9,119,0.0,79,10,1031,71
60,2015-12-03,720.0,0.0,515,1007,9,8,9,8,119,0.0,77,10,1031,71
61,2015-12-03,780.0,0.0,515,1007,9,8,9,8,119,0.0,78,10,1031,69
62,2015-12-03,840.0,0.0,515,1007,8,7,9,8,119,0.0,78,10,1031,68
63,2015-12-03,900.0,0.0,515,1007,8,7,9,8,119,0.0,78,10,1031,67
64,2015-12-03,960.0,0.0,515,1007,8,7,8,9,119,0.0,78,10,1030,65
65,2015-12-03,1020.0,0.0,515,1007,8,7,8,9,119,0.0,79,10,1030,63
66,2015-12-03,1080.0,0.0,515,1007,8,7,8,9,119,0.0,79,10,1030,62
67,2015-12-03,1140.0,0.0,515,1007,8,6,8,9,119,0.0,79,10,1030,60
68,2015-12-03,1200.0,0.0,515,1007,8,6,8,9,119,0.0,80,10,1030,58
69,2015-12-03,1260.0,0.0,515,1007,7,6,8,10,119,0.0,80,10,1030,56
70,2015-12-03,1320.0,0.0,515,1007,7,6,7,10,119,0.0,80,10,1030,54
71,2015-12-03,1380.0,0.0,515,1007,7,5,7,10,119,0.0,81,10,1029,51
72,2015-12-04,0.0,0.0,517,1007,7,5,7,10,119,0.0,81,10,1029,49
73,2015-12-04,60.0,0.0,517,1007,6,4,6,11,119,0.0,82,10,1029,44
74,2015-12-04,120.0,0.0,517,1007,6,4,6,11,119,0.0,83,10,1028,40
75,2015-12-04,180.0,0.0,517,1007,6,3,6,12,119,0.0,83,10,1028,36
76,2015-12-04,240.0,0.0,517,1007,5,2,5,13,119,0.0,85,10,1027,27
77,2015-12-04,300.0,0.0,517,1007,4,1,4,14,113,0.0,86,10,1027,19
78,2015-12-04,360.0,0.0,517,1007,3,-0,3,15,113,0.0,88,10,1026,11
79,2015-12-04,420.0,0.0,517,1007,4,1,4,17,113,0.0,85,10,1026,18
80,2015-12-04,480.0,0.0,517,1007,5,1,5,20,116,0.0,82,10,1026,25
81,2015-12-04,540.0,0.0,517,1007,6,2,6,22,116,0.0,79,10,1026,32
82,2015-12-04,600.0,0.0,517,1007,7,4,7,21,116,0.0,75,10,1026,25
83,2015-12-04,660.0,0.0,517,1007,8,5,8,20,113,0.0,71,10,1026,17
84,2015-12-04,720.0,0.0,517,1007,9,7,9,19,113,0.0,67,10,1026,10
85,2015-12-04,780.0,0.0,517,1007,9,6,9,18,113,0.0,70,10,1026,18
86,2015-12-04,840.0,0.0,517,1007,8,5,8,17,116,0.0,74,10,1027,26
87,2015-12-04,900.0,0.0,517,1007,7,4,7,16,116,0.0,77,10,1027,34
88,2015-12-04,960.0,0.0,517,1007,7,4,7,15,116,0.0,80,10,1028,55
89,2015-12-04,1020.0,0.0,517,1007,7,4,7,14,122,0.0,82,10,1029,75
90,2015-12-04,1080.0,0.0,517,1007,6,4,6,13,122,0.0,85,10,1030,95
91,2015-12-04,1140.0,0.0,517,1007,6,3,6,12,122,0.0,87,10,1031,72
92,2015-12-04,1200.0,0.0,517,1007,6,3,6,12,116,0.0,89,10,1031,50
93,2015-12-04,1260.0,0.0,517,1007,5,3,5,12,116,0.0,90,10,1032,27
94,2015-12-04,1320.0,0.0,517,1007,5,3,5,11,116,0.0,91,10,1032,18
95,2015-12-04,1380.0,0.0,517,1007,4,3,5,11,113,0.0,92,10,1032,9
96,2015-12-05,0.0,0.0,518,1006,4,3,5,10,113,0.0,93,10,1033,0
97,2015-12-05,60.0,0.0,518,1006,4,2,5,11,113,0.0,93,10,1033,0
98,2015-12-05,120.0,0.0,518,1006,4,2,5,11,113,0.0,92,10,1032,0
99,2015-12-05,180.0,0.0,518,1006,4,2,5,11,113,0.0,92,10,1032,0
100,2015-12-05,240.0,0.0,518,1006,3,1,4,12,113,0.0,91,10,1032,1
