,date,time,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2015-07-01,0.0,0.0,281,1270,14,15,14,6,113,0.0,75,10,1022,9
1,2015-07-01,60.0,0.0,281,1270,13,14,14,6,113,0.0,79,10,1022,8
2,2015-07-01,120.0,0.0,281,1270,13,14,14,6,113,0.0,83,10,1023,6
3,2015-07-01,180.0,0.0,281,1270,12,14,14,6,113,0.0,87,10,1023,5
4,2015-07-01,240.0,0.0,281,1270,14,17,17,5,113,0.0,79,10,1023,4
5,2015-07-01,300.0,0.0,281,1270,17,20,21,5,113,0.0,71,10,1023,3
6,2015-07-01,360.0,0.0,281,1270,19,23,25,5,113,0.0,63,10,1024,2
7,2015-07-01,420.0,0.0,281,1270,21,24,25,6,113,0.0,56,10,1024,2
8,2015-07-01,480.0,0.0,281,1270,23,26,26,7,113,0.0,49,10,1024,3
9,2015-07-01,540.0,0.0,281,1270,24,26,26,8,113,0.0,42,10,1024,3
10,2015-07-01,600.0,0.0,281,1270,25,26,26,8,113,0.0,38,10,1023,5
11,2015-07-01,660.0,0.0,281,1270,26,27,27,7,113,0.0,35,10,1023,6
12,2015-07-01,720.0,0.0,281,1270,27,27,27,7,113,0.0,32,10,1023,7
13,2015-07-01,780.0,0.0,281,1270,27,27,27,7,113,0.0,32,10,1023,8
14,2015-07-01,840.0,0.0,281,1270,27,27,27,7,113,0.0,31,10,1023,10
15,2015-07-01,900.0,0.0,281,1270,27,27,27,6,113,0.0,31,10,1023,11
16,2015-07-01,960.0,0.0,281,1270,26,26,26,7,113,0.0,38,10,1023,10
17,2015-07-01,1020.0,0.0,281,1270,24,25,25,7,113,0.0,45,10,1023,10
18,2015-07-01,1080.0,0.0,281,1270,22,25,25,8,113,0.0,53,10,1023,9
19,2015-07-01,1140.0,0.0,281,1270,21,21,22,9,113,0.0,54,10,1023,7
20,2015-07-01,1200.0,0.0,281,1270,19,20,20,10,113,0.0,56,10,1024,5
21,2015-07-01,1260.0,0.0,281,1270,17,18,18,11,113,0.0,58,10,1024,3
22,2015-07-01,1320.0,0.0,281,1270,17,17,17,10,113,0.0,60,10,1024,3
23,2015-07-01,1380.0,0.0,281,1270,16,17,17,9,113,0.0,63,10,1025,3
24,2015-07-02,0.0,0.0,281,1270,15,16,16,8,113,0.0,66,10,1025,3
25,2015-07-02,60.0,0.0,281,1270,15,16,16,8,113,0.0,69,10,1025,8
26,2015-07-02,120.0,0.0,281,1270,14,15,15,8,113,0.0,72,10,1025,13
