,date,time,timestamp,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2015-10-01,0.0,1443650400.0,0.0,412,1111,6,7,8,6,113,0.0,67,10,1036,0
1,2015-10-01,60.0,1443654000.0,0.0,412,1111,6,7,8,6,113,0.0,69,10,1035,0
2,2015-10-01,120.0,1443657600.0,0.0,412,1111,5,7,8,6,113,0.0,70,10,1035,0
3,2015-10-01,180.0,1443661200.0,0.0,412,1111,5,7,8,6,113,0.0,72,10,1035,0
4,2015-10-01,240.0,1443664800.0,0.0,412,1111,6,7,8,6,113,0.0,69,10,1035,3
5,2015-10-01,300.0,1443668400.0,0.0,412,1111,7,8,9,6,113,0.0,65,10,1035,5
6,2015-10-01,360.0,1443672000.0,0.0,412,1111,8,8,9,6,113,0.0,61,10,1035,8
7,2015-10-01,420.0,1443675600.0,0.0,412,1111,10,10,10,7,113,0.0,56,10,1035,18
8,2015-10-01,480.0,1443679200.0,0.0,412,1111,11,11,12,8,116,0.0,51,10,1034,28
9,2015-10-01,540.0,1443682800.0,0.0,412,1111,13,13,14,8,116,0.0,47,10,1034,38
10,2015-10-01,600.0,1443686400.0,0.0,412,1111,14,14,15,9,116,0.0,43,10,1034,45
11,2015-10-01,660.0,1443690000.0,0.0,412,1111,16,16,16,9,116,0.0,40,10,1034,52
12,2015-10-01,720.0,1443693600.0,0.0,412,1111,17,17,17,9,116,0.0,36,10,1033,60
13,2015-10-01,780.0,1443697200.0,0.0,412,1111,17,17,17,9,116,0.0,37,10,1032,43
14,2015-10-01,840.0,1443700800.0,0.0,412,1111,16,17,17,9,113,0.0,38,10,1032,25
15,2015-10-01,900.0,1443704400.0,0.0,412,1111,16,17,17,9,113,0.0,38,10,1031,8
16,2015-10-01,960.0,1443708000.0,0.0,412,1111,14,15,15,9,113,0.0,45,10,1031,5
17,2015-10-01,1020.0,1443711600.0,0.0,412,1111,11,13,13,8,113,0.0,52,10,1031,3
18,2015-10-01,1080.0,1443715200.0,0.0,412,1111,9,10,11,7,113,0.0,59,10,1031,0
19,2015-10-01,1140.0,1443718800.0,0.0,412,1111,9,10,11,8,113,0.0,61,10,1031,0
20,2015-10-01,1200.0,1443722400.0,0.0,412,1111,9,9,10,8,113,0.0,62,10,1031,0
21,2015-10-01,1260.0,1443726000.0,0.0,412,1111,8,9,10,8,113,0.0,64,10,1031,0
22,2015-10-01,1320.0,1443729600.0,0.0,412,1111,7,8,9,7,113,0.0,70,10,1031,0
23,2015-10-01,1380.0,1443733200.0,0.0,412,1111,6,8,9,6,113,0.0,76,10,1031,0
24,2015-10-02,0.0,1443736800.0,0.0,413,1108,6,8,8,4,113,0.0,81,10,1031,0
25,2015-10-02,60.0,1443740400.0,0.0,413,1108,6,7,8,5,113,0.0,80,10,1030,4
26,2015-10-02,120.0,1443744000.0,0.0,413,1108,6,6,7,6,113,0.0,79,10,1030,8
27,2015-10-02,180.0,1443747600.0,0.0,413,1108,6,5,7,6,113,0.0,78,10,1029,12
28,2015-10-02,240.0,1443751200.0,0.0,413,1108,7,7,8,6,113,0.0,74,10,1030,11
29,2015-10-02,300.0,1443754800.0,0.0,413,1108,8,8,9,6,113,0.0,69,10,1030,11
30,2015-10-02,360.0,1443758400.0,0.0,413,1108,9,9,10,6,113,0.0,65,10,1030,10
31,2015-10-02,420.0,1443762000.0,0.0,413,1108,11,12,12,5,113,0.0,57,10,1029,9
32,2015-10-02,480.0,1443765600.0,0.0,413,1108,13,15,15,5,113,0.0,48,10,1029,8
33,2015-10-02,540.0,1443769200.0,0.0,413,1108,16,17,17,4,113,0.0,40,10,1029,7
34,2015-10-02,600.0,1443772800.0,0.0,413,1108,17,18,19,4,113,0.0,36,10,1028,7
35,2015-10-02,660.0,1443776400.0,0.0,413,1108,19,20,21,5,113,0.0,32,10,1028,7
36,2015-10-02,720.0,1443780000.0,0.0,413,1108,20,21,23,5,113,0.0,29,10,1027,6
37,2015-10-02,780.0,1443783600.0,0.0,413,1108,20,21,22,6,113,0.0,31,10,1026,6
