,date,time,timestamp,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2016-03-01,0.0,1456786800.0,0.0,456,1113,1,-2,1,9,248,0.0,99,0,1016,100
1,2016-03-01,60.0,1456790400.0,0.0,456,1113,1,-2,1,9,248,0.0,99,0,1015,100
2,2016-03-01,120.0,1456794000.0,0.0,456,1113,1,-2,1,10,248,0.0,99,0,1015,100
3,2016-03-01,180.0,1456797600.0,0.0,456,1113,1,-2,1,10,248,0.0,99,0,1014,100
4,2016-03-01,240.0,1456801200.0,0.0,456,1113,1,-2,1,11,248,0.0,99,0,1014,100
5,2016-03-01,300.0,1456804800.0,0.0,456,1113,1,-3,1,11,248,0.0,99,0,1014,100
6,2016-03-01,360.0,1456808400.0,0.0,456,1113,1,-3,1,12,248,0.0,99,0,1015,100
7,2016-03-01,420.0,1456812000.0,0.0,456,1113,1,-3,1,13,248,0.0,98,3,1014,100
8,2016-03-01,480.0,1456815600.0,0.0,456,1113,1,-3,1,15,122,0.0,98,7,1014,100
9,2016-03-01,540.0,1456819200.0,0.0,456,1113,1,-4,1,17,122,0.0,98,10,1014,100
10,2016-03-01,600.0,1456822800.0,0.0,456,1113,1,-4,1,17,122,0.0,98,10,1014,100
11,2016-03-01,660.0,1456826400.0,0.0,456,1113,1,-4,1,18,122,0.0,97,10,1014,100
12,2016-03-01,720.0,1456830000.0,0.0,456,1113,1,-4,1,19,122,0.0,97,10,1014,100
13,2016-03-01,780.0,1456833600.0,0.0,456,1113,1,-4,1,18,122,0.0,97,10,1014,100
14,2016-03-01,840.0,1456837200.0,0.0,456,1113,1,-4,1,18,122,0.0,97,10,1014,100
15,2016-03-01,900.0,1456840800.0,0.0,456,1113,0,-4,1,18,122,0.0,97,10,1014,100
16,2016-03-01,960.0,1456844400.0,0.0,456,1113,0,-4,0,15,122,0.0,97,7,1014,100
17,2016-03-01,1020.0,1456848000.0,0.0,456,1113,0,-4,0,13,248,0.0,97,3,1014,100
18,2016-03-01,1080.0,1456851600.0,0.0,456,1113,0,-3,0,11,248,0.0,97,0,1015,100
19,2016-03-01,1140.0,1456855200.0,0.0,456,1113,-0,-4,-0,11,248,0.0,97,1,1014,100
20,2016-03-01,1200.0,1456858800.0,0.0,456,1113,-0,-4,-0,11,143,0.0,97,1,1014,99
21,2016-03-01,1260.0,1456862400.0,0.0,456,1113,-1,-4,-1,10,143,0.0,97,2,1014,99
22,2016-03-01,1320.0,1456866000.0,0.0,456,1113,-1,-4,-1,10,143,0.0,96,5,1014,99
23,2016-03-01,1380.0,1456869600.0,0.0,456,1113,-1,-3,-0,9,122,0.0,95,7,1013,100
24,2016-03-02,0.0,1456873200.0,0.0,454,1115,-0,-3,-0,8,122,0.0,94,10,1013,100
25,2016-03-02,60.0,1456876800.0,0.0,454,1115,-1,-4,-1,9,122,0.0,94,7,1012,72
26,2016-03-02,120.0,1456880400.0,0.0,454,1115,-2,-5,-1,9,143,0.0,94,5,1011,44
27,2016-03-02,180.0,1456884000.0,0.0,454,1115,-3,-6,-2,10,143,0.0,95,2,1011,16
28,2016-03-02,240.0,1456887600.0,0.0,454,1115,-3,-6,-2,10,143,0.0,94,5,1010,13
29,2016-03-02,300.0,1456891200.0,0.0,454,1115,-3,-6,-2,10,113,0.0,94,7,1009,11
30,2016-03-02,360.0,1456894800.0,0.0,454,1115,-3,-7,-3,11,113,0.0,93,10,1009,9
31,2016-03-02,420.0,1456898400.0,0.0,454,1115,-1,-5,-1,13,113,0.0,93,10,1008,26
32,2016-03-02,480.0,1456902000.0,0.0,454,1115,0,-3,1,14,116,0.0,93,10,1008,42
33,2016-03-02,540.0,1456905600.0,0.0,454,1115,2,-2,2,16,116,0.0,93,10,1007,59
34,2016-03-02,600.0,1456909200.0,0.0,454,1115,3,-1,3,15,116,0.0,93,10,1006,72
35,2016-03-02,660.0,1456912800.0,0.0,454,1115,3,0,4,13,122,0.0,93,10,1005,86
36,2016-03-02,720.0,1456916400.0,0.0,454,1115,4,1,4,11,122,0.0,94,10,1005,100
37,2016-03-02,780.0,1456920000.0,0.0,454,1115,4,2,4,12,122,0.0,93,10,1004,84
38,2016-03-02,840.0,1456923600.0,0.0,454,1115,5,2,5,13,116,0.0,92,10,1003,68
39,2016-03-02,900.0,1456927200.0,0.0,454,1115,5,2,5,14,116,0.0,92,10,1002,52
40,2016-03-02,960.0,1456930800.0,0.0,454,1115,4,1,4,13,116,0.0,93,7,1002,54
41,2016-03-02,1020.0,1456934400.0,0.0,454,1115,3,0,3,11,143,0.0,95,5,1002,56
42,2016-03-02,1080.0,1456938000.0,0.0,454,1115,2,-1,2,9,143,0.0,96,2,1002,58
43,2016-03-02,1140.0,1456941600.0,0.0,454,1115,2,-0,2,9,143,0.0,96,4,1001,71
44,2016-03-02,1200.0,1456945200.0,0.0,454,1115,2,-0,2,8,296,0.3,97,7,1001,84
45,2016-03-02,1260.0,1456948800.0,0.0,454,1115,2,0,2,8,296,0.4,97,9,1001,98
46,2016-03-02,1320.0,1456952400.0,0.0,454,1115,2,1,3,7,296,0.2,97,6,1001,98
47,2016-03-02,1380.0,1456956000.0,0.0,454,1115,3,1,3,6,248,0.0,98,3,1001,99
48,2016-03-03,0.0,1456959600.0,0.0,452,1117,3,2,3,6,248,0.0,99,0,1001,100
49,2016-03-03,60.0,1456963200.0,0.0,452,1117,3,2,3,5,248,0.0,99,2,1001,100
50,2016-03-03,120.0,1456966800.0,0.0,452,1117,3,2,3,3,302,0.9,99,5,1001,100
51,2016-03-03,180.0,1456970400.0,0.0,452,1117,2,3,3,2,302,1.2,99,7,1001,100
52,2016-03-03,240.0,1456974000.0,0.0,452,1117,2,2,3,4,302,0.6,99,5,1001,100
53,2016-03-03,300.0,1456977600.0,0.0,452,1117,2,1,3,7,248,0.0,99,2,1001,100
54,2016-03-03,360.0,1456981200.0,0.0,452,1117,2,0,3,9,248,0.0,100,0,1002,100
55,2016-03-03,420.0,1456984800.0,0.0,452,1117,3,1,3,9,248,0.0,97,1,1002,100
56,2016-03-03,480.0,1456988400.0,0.0,452,1117,4,1,4,9,266,0.1,95,1,1002,100
57,2016-03-03,540.0,1456992000.0,0.0,452,1117,4,2,4,10,266,0.2,93,2,1002,100
58,2016-03-03,600.0,1456995600.0,0.0,452,1117,4,2,4,10,266,0.1,90,5,1002,100
59,2016-03-03,660.0,1456999200.0,0.0,452,1117,5,2,5,10,122,0.0,87,7,1002,100
60,2016-03-03,720.0,1457002800.0,0.0,452,1117,5,3,5,10,122,0.0,84,10,1002,100
61,2016-03-03,780.0,1457006400.0,0.0,452,1117,5,3,5,9,122,0.0,83,10,1002,93
62,2016-03-03,840.0,1457010000.0,0.0,452,1117,5,3,5,8,119,0.0,83,10,1002,86
63,2016-03-03,900.0,1457013600.0,0.0,452,1117,5,3,5,7,119,0.0,83,10,1002,79
64,2016-03-03,960.0,1457017200.0,0.0,452,1117,4,3,4,7,119,0.0,86,10,1003,75
65,2016-03-03,1020.0,1457020800.0,0.0,452,1117,3,2,3,7,119,0.0,89,10,1003,70
66,2016-03-03,1080.0,1457024400.0,0.0,452,1117,2,1,3,7,119,0.0,93,10,1004,66
67,2016-03-03,1140.0,1457028000.0,0.0,452,1117,2,1,3,7,119,0.0,93,10,1004,66
68,2016-03-03,1200.0,1457031600.0,0.0,452,1117,2,1,2,7,317,0.1,92,9,1004,67
69,2016-03-03,1260.0,1457035200.0,0.0,452,1117,2,1,2,6,317,0.1,92,9,1005,68
70,2016-03-03,1320.0,1457038800.0,0.0,452,1117,2,0,2,7,317,0.1,92,9,1005,77
71,2016-03-03,1380.0,1457042400.0,0.0,452,1117,1,-0,2,7,317,0.1,93,9,1005,86
72,2016-03-04,0.0,1457046000.0,0.0,450,1118,1,-1,1,7,317,0.1,93,9,1006,95
73,2016-03-04,60.0,1457049600.0,0.0,450,1118,1,-1,1,7,317,0.1,93,9,1006,85
74,2016-03-04,120.0,1457053200.0,0.0,450,1118,1,-1,1,7,317,0.1,93,9,1006,76
75,2016-03-04,180.0,1457056800.0,0.0,450,1118,1,-1,1,7,317,0.1,93,10,1007,67
76,2016-03-04,240.0,1457060400.0,0.0,450,1118,1,-1,1,7,317,0.0,93,10,1007,58
77,2016-03-04,300.0,1457064000.0,0.0,450,1118,1,-2,1,8,116,0.0,93,10,1007,48
78,2016-03-04,360.0,1457067600.0,0.0,450,1118,0,-2,1,8,116,0.0,94,10,1008,39
79,2016-03-04,420.0,1457071200.0,0.0,450,1118,2,0,2,7,116,0.0,88,10,1007,34
80,2016-03-04,480.0,1457074800.0,0.0,450,1118,3,2,4,6,116,0.0,82,10,1007,30
81,2016-03-04,540.0,1457078400.0,0.0,450,1118,5,4,5,5,116,0.0,77,10,1007,25
82,2016-03-04,600.0,1457082000.0,0.0,450,1118,6,6,6,5,116,0.0,73,10,1007,38
83,2016-03-04,660.0,1457085600.0,0.0,450,1118,7,7,7,4,119,0.0,68,10,1006,52
84,2016-03-04,720.0,1457089200.0,0.0,450,1118,7,8,8,4,119,0.0,64,10,1006,65
85,2016-03-04,780.0,1457092800.0,0.0,450,1118,7,7,7,6,119,0.0,68,10,1006,57
86,2016-03-04,840.0,1457096400.0,0.0,450,1118,7,6,7,7,116,0.0,71,10,1005,48
