,date,time,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2019-04-01,0.0,0.0,388,1164,6,4,6,12,116,0.0,58,10,1026,13
1,2019-04-01,60.0,0.0,388,1164,4,2,5,11,116,0.0,60,10,1027,12
2,2019-04-01,120.0,0.0,388,1164,3,1,3,10,116,0.0,62,10,1027,11
3,2019-04-01,180.0,0.0,388,1164,2,-1,2,9,116,0.0,64,10,1027,10
4,2019-04-01,240.0,0.0,388,1164,2,-1,2,9,116,0.0,64,10,1027,11
5,2019-04-01,300.0,0.0,388,1164,2,-1,2,10,116,0.0,65,10,1027,11
6,2019-04-01,360.0,0.0,388,1164,2,-1,2,10,116,0.0,65,10,1028,11
7,2019-04-01,420.0,0.0,388,1164,4,1,4,12,116,0.0,60,10,1028,8
8,2019-04-01,480.0,0.0,388,1164,5,2,5,13,116,0.0,55,10,1028,6
9,2019-04-01,540.0,0.0,388,1164,6,3,6,14,116,0.0,51,10,1028,3
10,2019-04-01,600.0,0.0,388,1164,7,4,7,16,116,0.0,47,10,1028,2
11,2019-04-01,660.0,0.0,388,1164,8,5,8,17,113,0.0,44,10,1027,1
12,2019-04-01,720.0,0.0,388,1164,9,7,9,19,113,0.0,40,10,1027,0
13,2019-04-01,780.0,0.0,388,1164,10,7,10,19,113,0.0,40,10,1027,0
14,2019-04-01,840.0,0.0,388,1164,10,7,10,20,113,0.0,39,10,1026,0
15,2019-04-01,900.0,0.0,388,1164,10,7,10,21,113,0.0,39,10,1026,0
16,2019-04-01,960.0,0.0,388,1164,9,6,9,20,113,0.0,42,10,1026,0
17,2019-04-01,1020.0,0.0,388,1164,8,5,8,19,113,0.0,44,10,1025,0
18,2019-04-01,1080.0,0.0,388,1164,7,4,7,18,113,0.0,47,10,1025,0
19,2019-04-01,1140.0,0.0,388,1164,6,3,6,18,113,0.0,49,10,1025,1
20,2019-04-01,1200.0,0.0,388,1164,5,2,5,18,116,0.0,51,10,1025,2
21,2019-04-01,1260.0,0.0,388,1164,5,1,5,19,116,0.0,52,10,1025,2
22,2019-04-01,1320.0,0.0,388,1164,4,0,4,19,116,0.0,54,10,1025,5
23,2019-04-01,1380.0,0.0,388,1164,4,-0,4,19,116,0.0,55,10,1025,8
24,2019-04-02,0.0,0.0,386,1166,3,-1,3,20,116,0.0,57,10,1025,10
25,2019-04-02,60.0,0.0,386,1166,3,-1,3,19,116,0.0,59,10,1025,9
26,2019-04-02,120.0,0.0,386,1166,3,-2,3,19,116,0.0,61,10,1024,8
27,2019-04-02,180.0,0.0,386,1166,2,-2,2,19,116,0.0,63,10,1024,6
28,2019-04-02,240.0,0.0,386,1166,2,-2,2,20,116,0.0,61,10,1023,5
29,2019-04-02,300.0,0.0,386,1166,3,-2,3,22,116,0.0,60,10,1022,3
30,2019-04-02,360.0,0.0,386,1166,3,-2,3,23,116,0.0,59,10,1022,1
31,2019-04-02,420.0,0.0,386,1166,4,-0,4,24,116,0.0,56,10,1021,2
32,2019-04-02,480.0,0.0,386,1166,6,2,6,24,116,0.0,54,10,1020,2
33,2019-04-02,540.0,0.0,386,1166,7,3,7,25,116,0.0,51,10,1019,3
34,2019-04-02,600.0,0.0,386,1166,9,5,9,25,116,0.0,50,10,1019,4
35,2019-04-02,660.0,0.0,386,1166,10,8,10,25,116,0.0,48,10,1018,6
36,2019-04-02,720.0,0.0,386,1166,12,10,12,25,116,0.0,47,10,1017,8
37,2019-04-02,780.0,0.0,386,1166,13,11,13,25,116,0.0,47,10,1016,8
38,2019-04-02,840.0,0.0,386,1166,14,13,14,24,116,0.0,47,10,1015,8
39,2019-04-02,900.0,0.0,386,1166,15,14,15,24,116,0.0,47,10,1014,8
40,2019-04-02,960.0,0.0,386,1166,15,14,15,22,116,0.0,51,10,1014,8
41,2019-04-02,1020.0,0.0,386,1166,14,14,16,20,116,0.0,55,10,1014,8
42,2019-04-02,1080.0,0.0,386,1166,14,14,16,18,116,0.0,59,10,1013,9
43,2019-04-02,1140.0,0.0,386,1166,13,12,14,18,116,0.0,63,10,1013,9
44,2019-04-02,1200.0,0.0,386,1166,11,10,13,17,116,0.0,66,10,1013,10
45,2019-04-02,1260.0,0.0,386,1166,10,8,11,16,116,0.0,69,10,1013,11
46,2019-04-02,1320.0,0.0,386,1166,9,7,10,17,116,0.0,71,10,1013,19
47,2019-04-02,1380.0,0.0,386,1166,9,6,9,17,116,0.0,72,10,1013,27
48,2019-04-03,0.0,0.0,384,1168,8,5,8,17,116,0.0,74,10,1012,35
49,2019-04-03,60.0,0.0,384,1168,8,5,8,18,116,0.0,75,10,1012,33
50,2019-04-03,120.0,0.0,384,1168,7,4,7,18,116,0.0,76,10,1011,32
51,2019-04-03,180.0,0.0,384,1168,7,4,7,18,116,0.0,77,10,1011,30
52,2019-04-03,240.0,0.0,384,1168,8,4,8,19,116,0.0,75,10,1011,25
53,2019-04-03,300.0,0.0,384,1168,8,5,8,20,116,0.0,73,10,1010,19
54,2019-04-03,360.0,0.0,384,1168,8,5,8,21,116,0.0,71,10,1010,14
55,2019-04-03,420.0,0.0,384,1168,10,7,10,22,116,0.0,67,10,1009,15
56,2019-04-03,480.0,0.0,384,1168,11,10,11,24,116,0.0,63,10,1009,16
57,2019-04-03,540.0,0.0,384,1168,13,12,13,25,116,0.0,59,10,1008,17
58,2019-04-03,600.0,0.0,384,1168,15,14,15,25,116,0.0,55,10,1008,21
59,2019-04-03,660.0,0.0,384,1168,16,16,16,26,116,0.0,51,10,1007,24
60,2019-04-03,720.0,0.0,384,1168,18,18,18,26,116,0.0,48,10,1007,28
61,2019-04-03,780.0,0.0,384,1168,18,18,18,26,116,0.0,47,10,1006,28
62,2019-04-03,840.0,0.0,384,1168,18,18,18,25,116,0.0,46,10,1006,27
63,2019-04-03,900.0,0.0,384,1168,19,19,19,24,116,0.0,46,10,1006,26
64,2019-04-03,960.0,0.0,384,1168,18,18,19,23,116,0.0,50,10,1005,24
65,2019-04-03,1020.0,0.0,384,1168,17,17,19,22,116,0.0,53,10,1005,21
66,2019-04-03,1080.0,0.0,384,1168,16,16,19,20,116,0.0,57,10,1005,18
67,2019-04-03,1140.0,0.0,384,1168,15,14,17,21,116,0.0,58,10,1005,30
68,2019-04-03,1200.0,0.0,384,1168,14,13,16,23,116,0.0,60,10,1005,42
69,2019-04-03,1260.0,0.0,384,1168,13,11,14,24,116,0.0,61,10,1005,54
70,2019-04-03,1320.0,0.0,384,1168,12,10,13,25,116,0.0,61,10,1005,63
71,2019-04-03,1380.0,0.0,384,1168,12,9,12,26,176,0.0,60,10,1005,72
