,date,time,timestamp,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2016-11-01,0.0,1477954800.0,0.0,465,1046,8,8,9,6,266,0.4,97,2,1025,100
1,2016-11-01,60.0,1477958400.0,0.0,465,1046,8,8,9,5,266,0.2,97,2,1025,100
2,2016-11-01,120.0,1477962000.0,0.0,465,1046,8,8,9,3,266,0.2,97,2,1024,100
3,2016-11-01,180.0,1477965600.0,0.0,465,1046,8,9,9,2,266,0.3,97,2,1024,100
4,2016-11-01,240.0,1477969200.0,0.0,465,1046,8,8,9,4,266,0.1,97,2,1023,100
5,2016-11-01,300.0,1477972800.0,0.0,465,1046,8,8,9,6,143,0.0,97,2,1023,100
6,2016-11-01,360.0,1477976400.0,0.0,465,1046,8,8,9,7,143,0.0,96,2,1022,100
7,2016-11-01,420.0,1477980000.0,0.0,465,1046,9,8,10,8,143,0.0,92,5,1022,98
8,2016-11-01,480.0,1477983600.0,0.0,465,1046,10,9,10,9,122,0.0,89,7,1022,95
9,2016-11-01,540.0,1477987200.0,0.0,465,1046,11,10,11,10,122,0.0,85,10,1021,93
10,2016-11-01,600.0,1477990800.0,0.0,465,1046,12,11,12,11,122,0.0,81,10,1020,86
11,2016-11-01,660.0,1477994400.0,0.0,465,1046,13,12,13,12,119,0.0,77,10,1019,78
12,2016-11-01,720.0,1477998000.0,0.0,465,1046,14,13,14,12,119,0.0,73,10,1018,70
13,2016-11-01,780.0,1478001600.0,0.0,465,1046,13,12,13,12,119,0.0,75,10,1018,69
14,2016-11-01,840.0,1478005200.0,0.0,465,1046,12,11,12,12,119,0.0,77,10,1017,67
15,2016-11-01,900.0,1478008800.0,0.0,465,1046,11,10,12,11,119,0.0,80,10,1016,65
16,2016-11-01,960.0,1478012400.0,0.0,465,1046,11,10,11,11,119,0.0,81,10,1015,77
17,2016-11-01,1020.0,1478016000.0,0.0,465,1046,10,9,10,10,122,0.0,82,10,1015,88
18,2016-11-01,1080.0,1478019600.0,0.0,465,1046,9,8,9,9,122,0.0,84,10,1014,100
19,2016-11-01,1140.0,1478023200.0,0.0,465,1046,9,8,9,10,122,0.0,85,10,1013,100
20,2016-11-01,1200.0,1478026800.0,0.0,465,1046,9,8,9,12,122,0.0,85,10,1013,100
21,2016-11-01,1260.0,1478030400.0,0.0,465,1046,9,7,9,13,122,0.0,86,10,1013,100
22,2016-11-01,1320.0,1478034000.0,0.0,465,1046,9,7,9,13,122,0.0,87,10,1012,100
23,2016-11-01,1380.0,1478037600.0,0.0,465,1046,9,7,9,13,122,0.0,87,10,1012,100
24,2016-11-02,0.0,1478041200.0,0.0,467,1044,9,7,9,13,122,0.0,88,10,1011,100
25,2016-11-02,60.0,1478044800.0,0.0,467,1044,9,7,9,15,122,0.0,88,10,1011,86
26,2016-11-02,120.0,1478048400.0,0.0,467,1044,9,6,9,16,116,0.0,88,10,1011,71
27,2016-11-02,180.0,1478052000.0,0.0,467,1044,8,5,8,18,116,0.0,88,10,1011,57
28,2016-11-02,240.0,1478055600.0,0.0,467,1044,7,5,7,16,116,0.0,88,10,1011,48
29,2016-11-02,300.0,1478059200.0,0.0,467,1044,7,4,7,15,116,0.0,88,10,1011,38
30,2016-11-02,360.0,1478062800.0,0.0,467,1044,6,3,6,14,116,0.0,88,10,1011,29
31,2016-11-02,420.0,1478066400.0,0.0,467,1044,7,3,7,18,116,0.0,83,10,1011,39
32,2016-11-02,480.0,1478070000.0,0.0,467,1044,7,4,7,21,116,0.0,79,10,1011,48
33,2016-11-02,540.0,1478073600.0,0.0,467,1044,8,4,8,24,116,0.0,74,10,1011,57
34,2016-11-02,600.0,1478077200.0,0.0,467,1044,8,5,8,24,116,0.0,73,10,1011,69
35,2016-11-02,660.0,1478080800.0,0.0,467,1044,8,5,8,24,122,0.0,72,10,1010,81
36,2016-11-02,720.0,1478084400.0,0.0,467,1044,8,5,8,23,122,0.0,70,10,1010,94
37,2016-11-02,780.0,1478088000.0,0.0,467,1044,8,4,8,23,122,0.0,71,10,1010,96
38,2016-11-02,840.0,1478091600.0,0.0,467,1044,8,4,8,22,122,0.0,72,10,1010,98
39,2016-11-02,900.0,1478095200.0,0.0,467,1044,7,4,7,22,122,0.0,73,10,1010,100
40,2016-11-02,960.0,1478098800.0,0.0,467,1044,7,3,7,21,122,0.0,74,10,1010,100
41,2016-11-02,1020.0,1478102400.0,0.0,467,1044,7,3,7,20,122,0.0,76,10,1010,100
42,2016-11-02,1080.0,1478106000.0,0.0,467,1044,6,3,6,19,122,0.0,78,10,1010,100
43,2016-11-02,1140.0,1478109600.0,0.0,467,1044,6,2,6,19,122,0.0,80,7,1011,100
44,2016-11-02,1200.0,1478113200.0,0.0,467,1044,6,2,6,19,266,0.1,82,5,1011,99
45,2016-11-02,1260.0,1478116800.0,0.0,467,1044,6,2,6,19,266,0.1,84,2,1011,99
46,2016-11-02,1320.0,1478120400.0,0.0,467,1044,5,1,5,20,266,0.1,84,5,1012,97
47,2016-11-02,1380.0,1478124000.0,0.0,467,1044,4,0,4,20,122,0.0,83,7,1012,95
48,2016-11-03,0.0,1478127600.0,0.1,469,1042,4,-1,4,21,122,0.0,83,10,1013,92
49,2016-11-03,60.0,1478131200.0,0.1,469,1042,4,-1,4,21,122,0.0,83,10,1013,95
50,2016-11-03,120.0,1478134800.0,0.1,469,1042,3,-1,3,22,122,0.0,82,10,1014,97
51,2016-11-03,180.0,1478138400.0,0.1,469,1042,3,-1,3,23,122,0.0,82,10,1015,100
52,2016-11-03,240.0,1478142000.0,0.1,469,1042,3,-1,3,22,122,0.0,82,10,1016,100
53,2016-11-03,300.0,1478145600.0,0.1,469,1042,3,-1,3,21,122,0.0,82,10,1016,100
54,2016-11-03,360.0,1478149200.0,0.1,469,1042,3,-1,3,20,122,0.0,81,10,1017,100
55,2016-11-03,420.0,1478152800.0,0.1,469,1042,3,-1,3,21,122,0.0,79,9,1018,100
56,2016-11-03,480.0,1478156400.0,0.1,469,1042,4,-1,4,22,371,0.0,76,8,1019,99
57,2016-11-03,540.0,1478160000.0,0.1,469,1042,4,-0,4,22,371,0.1,74,7,1019,99
58,2016-11-03,600.0,1478163600.0,0.1,469,1042,4,0,4,21,371,0.0,70,8,1020,88
59,2016-11-03,660.0,1478167200.0,0.1,469,1042,5,1,5,20,119,0.0,67,9,1020,77
60,2016-11-03,720.0,1478170800.0,0.1,469,1042,5,2,5,19,119,0.0,64,10,1020,66
61,2016-11-03,780.0,1478174400.0,0.1,469,1042,5,1,5,17,119,0.0,67,10,1021,50
62,2016-11-03,840.0,1478178000.0,0.1,469,1042,4,1,4,14,113,0.0,70,10,1021,34
63,2016-11-03,900.0,1478181600.0,0.1,469,1042,4,1,4,12,113,0.0,73,10,1021,19
64,2016-11-03,960.0,1478185200.0,0.1,469,1042,3,0,3,11,113,0.0,76,10,1022,21
65,2016-11-03,1020.0,1478188800.0,0.1,469,1042,2,-0,3,10,116,0.0,80,10,1022,24
66,2016-11-03,1080.0,1478192400.0,0.1,469,1042,2,-1,2,9,116,0.0,84,10,1022,26
67,2016-11-03,1140.0,1478196000.0,0.1,469,1042,1,-1,2,9,116,0.0,85,10,1023,27
68,2016-11-03,1200.0,1478199600.0,0.1,469,1042,1,-1,2,8,116,0.0,87,10,1023,28
69,2016-11-03,1260.0,1478203200.0,0.1,469,1042,1,-1,1,8,116,0.0,88,10,1023,29
70,2016-11-03,1320.0,1478206800.0,0.1,469,1042,1,-1,1,8,116,0.0,87,10,1023,52
71,2016-11-03,1380.0,1478210400.0,0.1,469,1042,1,-2,1,8,122,0.0,85,10,1023,74
72,2016-11-04,0.0,1478214000.0,0.0,470,1040,1,-2,1,8,122,0.0,84,10,1023,97
73,2016-11-04,60.0,1478217600.0,0.0,470,1040,1,-2,1,8,122,0.0,83,10,1022,82
74,2016-11-04,120.0,1478221200.0,0.0,470,1040,1,-2,1,9,116,0.0,82,10,1022,67
75,2016-11-04,180.0,1478224800.0,0.0,470,1040,1,-1,1,9,116,0.0,81,10,1022,52
76,2016-11-04,240.0,1478228400.0,0.0,470,1040,1,-2,1,9,116,0.0,81,10,1021,68
77,2016-11-04,300.0,1478232000.0,0.0,470,1040,1,-2,1,9,122,0.0,82,10,1021,84
78,2016-11-04,360.0,1478235600.0,0.0,470,1040,1,-2,1,9,122,0.0,83,10,1021,100
79,2016-11-04,420.0,1478239200.0,0.0,470,1040,3,-0,3,11,122,0.0,78,10,1021,91
80,2016-11-04,480.0,1478242800.0,0.0,470,1040,4,2,5,12,119,0.0,73,10,1021,81
81,2016-11-04,540.0,1478246400.0,0.0,470,1040,6,3,6,14,119,0.0,68,10,1021,72
82,2016-11-04,600.0,1478250000.0,0.0,470,1040,7,5,7,14,119,0.0,64,10,1020,67
83,2016-11-04,660.0,1478253600.0,0.0,470,1040,8,6,8,13,116,0.0,60,10,1019,62
84,2016-11-04,720.0,1478257200.0,0.0,470,1040,9,7,9,13,116,0.0,56,10,1019,58
85,2016-11-04,780.0,1478260800.0,0.0,470,1040,8,6,8,11,116,0.0,60,10,1018,58
86,2016-11-04,840.0,1478264400.0,0.0,470,1040,7,6,7,10,116,0.0,64,10,1018,58
87,2016-11-04,900.0,1478268000.0,0.0,470,1040,6,5,7,9,116,0.0,68,10,1018,59
88,2016-11-04,960.0,1478271600.0,0.0,470,1040,6,4,6,9,116,0.0,71,10,1017,55
89,2016-11-04,1020.0,1478275200.0,0.0,470,1040,5,3,5,9,116,0.0,74,10,1017,51
90,2016-11-04,1080.0,1478278800.0,0.0,470,1040,4,2,5,9,116,0.0,77,10,1016,47
91,2016-11-04,1140.0,1478282400.0,0.0,470,1040,4,2,4,9,116,0.0,79,10,1016,48
92,2016-11-04,1200.0,1478286000.0,0.0,470,1040,3,1,4,9,116,0.0,81,10,1016,49
93,2016-11-04,1260.0,1478289600.0,0.0,470,1040,3,1,3,9,116,0.0,83,10,1015,50
94,2016-11-04,1320.0,1478293200.0,0.0,470,1040,3,1,3,9,116,0.0,83,10,1015,67
95,2016-11-04,1380.0,1478296800.0,0.0,470,1040,3,1,4,8,122,0.0,84,10,1014,83
96,2016-11-05,0.0,1478300400.0,0.0,472,1039,4,2,4,8,122,0.0,84,10,1013,100
97,2016-11-05,60.0,1478304000.0,0.0,472,1039,4,2,4,9,122,0.0,84,8,1013,92
98,2016-11-05,120.0,1478307600.0,0.0,472,1039,4,2,4,9,263,0.1,84,7,1012,83
99,2016-11-05,180.0,1478311200.0,0.0,472,1039,4,2,4,10,263,0.1,84,5,1012,75
100,2016-11-05,240.0,1478314800.0,0.0,472,1039,4,2,4,10,263,0.0,84,7,1011,73
