,date,time,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2019-11-01,0.0,0.0,464,1047,3,1,3,8,113,0.0,70,10,1026,0
1,2019-11-01,60.0,0.0,464,1047,3,0,3,8,113,0.0,71,10,1026,0
2,2019-11-01,120.0,0.0,464,1047,2,-0,2,9,113,0.0,72,10,1025,1
3,2019-11-01,180.0,0.0,464,1047,2,-1,2,9,113,0.0,73,10,1025,1
4,2019-11-01,240.0,0.0,464,1047,1,-2,1,10,113,0.0,73,10,1024,4
5,2019-11-01,300.0,0.0,464,1047,0,-3,0,10,116,0.0,74,10,1024,8
6,2019-11-01,360.0,0.0,464,1047,-0,-4,-0,11,116,0.0,75,10,1024,11
7,2019-11-01,420.0,0.0,464,1047,1,-3,1,12,116,0.0,71,10,1023,16
8,2019-11-01,480.0,0.0,464,1047,2,-1,2,14,116,0.0,68,10,1023,21
9,2019-11-01,540.0,0.0,464,1047,3,-0,3,15,116,0.0,64,10,1022,26
10,2019-11-01,600.0,0.0,464,1047,5,1,5,15,116,0.0,60,10,1021,25
11,2019-11-01,660.0,0.0,464,1047,6,3,6,16,116,0.0,56,10,1020,23
12,2019-11-01,720.0,0.0,464,1047,7,4,7,17,116,0.0,52,10,1019,22
13,2019-11-01,780.0,0.0,464,1047,7,5,7,15,116,0.0,53,10,1018,27
14,2019-11-01,840.0,0.0,464,1047,7,5,7,14,116,0.0,54,10,1017,33
15,2019-11-01,900.0,0.0,464,1047,7,5,7,13,116,0.0,55,10,1016,38
16,2019-11-01,960.0,0.0,464,1047,6,4,6,12,116,0.0,59,10,1015,53
17,2019-11-01,1020.0,0.0,464,1047,6,3,6,12,116,0.0,62,10,1014,68
18,2019-11-01,1080.0,0.0,464,1047,5,2,5,12,116,0.0,66,10,1013,82
19,2019-11-01,1140.0,0.0,464,1047,4,2,5,14,116,0.0,66,10,1012,88
20,2019-11-01,1200.0,0.0,464,1047,3,1,4,16,122,0.0,67,10,1011,94
21,2019-11-01,1260.0,0.0,464,1047,2,1,4,18,122,0.0,67,10,1011,100
22,2019-11-01,1320.0,0.0,464,1047,2,1,4,20,122,0.0,69,10,1010,100
