,date,time,totalSnow_cm,sunrise,sunset,tempC,FeelsLikeC,HeatIndexC,windspeedKmph,weatherCode,precipMM,humidity,visibility,pressure,cloudcover
0,2019-03-01,0.0,0.0,458,1112,6,3,6,12,119,0.1,90,10,1011,75
1,2019-03-01,60.0,0.0,458,1112,5,3,5,12,119,0.0,90,10,1011,78
2,2019-03-01,120.0,0.0,458,1112,5,3,5,12,176,0.0,89,10,1011,81
3,2019-03-01,180.0,0.0,458,1112,5,3,5,11,176,0.0,89,10,1011,85
4,2019-03-01,240.0,0.0,458,1112,5,2,5,11,176,0.0,88,10,1011,89
5,2019-03-01,300.0,0.0,458,1112,5,2,5,11,176,0.0,86,10,1011,93
6,2019-03-01,360.0,0.0,458,1112,5,2,5,11,176,0.0,85,10,1011,97
7,2019-03-01,420.0,0.0,458,1112,5,3,5,12,176,0.0,84,10,1010,98
8,2019-03-01,480.0,0.0,458,1112,5,3,5,12,176,0.0,82,10,1010,99
9,2019-03-01,540.0,0.0,458,1112,6,3,6,12,176,0.0,80,10,1010,100
10,2019-03-01,600.0,0.0,458,1112,6,3,6,12,176,0.0,79,8,1010,100
11,2019-03-01,660.0,0.0,458,1112,6,4,6,11,176,0.1,79,6,1010,100
12,2019-03-01,720.0,0.0,458,1112,7,4,7,10,176,0.1,78,5,1010,100
13,2019-03-01,780.0,0.0,458,1112,7,5,7,10,176,0.1,79,4,1010,100
14,2019-03-01,840.0,0.0,458,1112,7,5,7,9,266,0.2,79,3,1010,100
15,2019-03-01,900.0,0.0,458,1112,7,5,7,9,266,0.2,80,2,1010,100
16,2019-03-01,960.0,0.0,458,1112,6,5,6,9,266,0.1,81,2,1010,100
17,2019-03-01,1020.0,0.0,458,1112,6,4,6,9,266,0.2,82,2,1010,100
18,2019-03-01,1080.0,0.0,458,1112,6,4,6,9,266,0.3,83,2,1011,100
19,2019-03-01,1140.0,0.0,458,1112,6,4,6,8,266,0.1,81,4,1011,92
20,2019-03-01,1200.0,0.0,458,1112,6,4,6,7,266,0.1,80,6,1012,83
21,2019-03-01,1260.0,0.0,458,1112,6,4,6,7,266,0.1,78,7,1013,75
22,2019-03-01,1320.0,0.0,458,1112,5,4,5,7,266,0.1,77,8,1013,73
23,2019-03-01,1380.0,0.0,458,1112,5,3,5,7,176,0.0,76,9,1014,71
24,2019-03-02,0.0,0.5,456,1114,5,3,5,7,176,0.0,75,10,1014,69
25,2019-03-02,60.0,0.5,456,1114,4,2,4,7,176,0.0,75,10,1015,74
26,2019-03-02,120.0,0.5,456,1114,3,1,3,7,176,0.0,76,10,1016,79
27,2019-03-02,180.0,0.5,456,1114,2,-0,2,7,176,0.0,77,10,1016,84
28,2019-03-02,240.0,0.5,456,1114,2,-1,2,7,176,0.0,77,10,1016,88
29,2019-03-02,300.0,0.5,456,1114,1,-1,1,7,122,0.0,78,10,1017,92
30,2019-03-02,360.0,0.5,456,1114,1,-2,1,8,122,0.0,79,10,1017,97
31,2019-03-02,420.0,0.5,456,1114,1,-1,1,8,122,0.0,80,8,1017,98
32,2019-03-02,480.0,0.5,456,1114,2,-1,2,8,326,0.1,80,6,1017,99
33,2019-03-02,540.0,0.5,456,1114,2,-0,2,8,326,0.1,81,5,1017,100
34,2019-03-02,600.0,0.5,456,1114,3,1,3,9,326,0.0,78,5,1017,100
35,2019-03-02,660.0,0.5,456,1114,4,1,4,10,338,0.1,75,6,1017,100
36,2019-03-02,720.0,0.5,456,1114,5,2,5,11,338,0.2,71,7,1017,100
37,2019-03-02,780.0,0.5,456,1114,5,2,5,11,338,0.1,69,7,1016,95
38,2019-03-02,840.0,0.5,456,1114,5,3,5,12,317,0.1,67,8,1016,90
39,2019-03-02,900.0,0.5,456,1114,6,3,6,13,317,0.1,64,9,1016,85
